"","id_no","binomial","presence","origin","shape_Area","TaxonID","Order","Family","Genus","Species","Animal","Vertebrate","Mammal","Bird","Herptile","Fish","Invertebrate","Plant","Seed","Fruit","Nectar","Root","Leaf","Woody","Herbaceous","Other","TaxonomicNote","FillCode","TrophicLevel","MammalEater","Insectivore","Frugivore","Granivore","Folivore","DataSource","syn_name1","syn_name_sub1","syn_name2","syn_name_sub2","syn_name3","syn_name_sub3","syn_name4","syn_name_sub4","syn_name5","syn_name_sub5","syn_name6","syn_name_sub6"
"1642",21512,"Gerbilliscus guineae",1,1,73.74053586,3518,"RODENTIA","MURIDAE","Gerbilliscus","guineae",1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,"Tatera",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643",21513,"Gerbilliscus inclusus",1,1,9.917717936,3519,"RODENTIA","MURIDAE","Gerbilliscus","inclusus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,"Tatera",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644",21515,"Gerbilliscus kempi",1,1,378.1536237,3520,"RODENTIA","MURIDAE","Gerbilliscus","kempi",1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645",21516,"Gerbilliscus leucogaster",1,1,490.0229766,3521,"RODENTIA","MURIDAE","Gerbilliscus","leucogaster",1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,"Tatera",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646",21517,"Gerbilliscus nigricaudus",1,1,49.63819422,3522,"RODENTIA","MURIDAE","Gerbilliscus","nigricaudus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,"Tatera",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647",21518,"Gerbilliscus phillipsi",1,1,3.938081675,3523,"RODENTIA","MURIDAE","Gerbilliscus","phillipsi",1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,"Tatera",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648",21519,"Gerbilliscus robustus",1,1,425.7143681,3524,"RODENTIA","MURIDAE","Gerbilliscus","robustus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,"Tatera",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649",21520,"Gerbilliscus validus",1,1,381.5858301,3525,"RODENTIA","MURIDAE","Gerbilliscus","validus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,"Tatera",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650",9092,"Gerbillurus paeba",1,1,186.9727264,3527,"RODENTIA","MURIDAE","Gerbillurus","paeba",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",0,"Herbivore",0,0,0,1,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651",9093,"Gerbillurus setzeri",1,1,4.217143904,3528,"RODENTIA","MURIDAE","Gerbillurus","setzeri",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",1,"Herbivore",0,0,0,1,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652",9094,"Gerbillurus tytonis",1,1,5.022199055,3529,"RODENTIA","MURIDAE","Gerbillurus","tytonis",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",1,"Herbivore",0,0,0,1,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653",9095,"Gerbillurus vallinus",1,1,26.24165691,3530,"RODENTIA","MURIDAE","Gerbillurus","vallinus",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",1,"Herbivore",0,0,0,1,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654",9096,"Gerbillus acticola",1,1,1.890206285,3532,"RODENTIA","MURIDAE","Gerbillus","acticola",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655",9104,"Gerbillus amoenus",1,1,49.36986927,3534,"RODENTIA","MURIDAE","Gerbillus","amoenus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656",9105,"Gerbillus andersoni",1,1,0.020079416,3535,"RODENTIA","MURIDAE","Gerbillus","andersoni",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657",9106,"Gerbillus aquilus",1,1,53.33354774,3536,"RODENTIA","MURIDAE","Gerbillus","aquilus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658",9109,"Gerbillus bottai",1,1,2.65857713,3537,"RODENTIA","MURIDAE","Gerbillus","bottai",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659",9110,"Gerbillus brockmani",1,1,0.025408238,3538,"RODENTIA","MURIDAE","Gerbillus","brockmani",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660",45088,"Gerbillus campestris",1,1,75.44425467,3540,"RODENTIA","MURIDAE","Gerbillus","campestris",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661",9113,"Gerbillus cheesmani",1,1,203.3465661,3541,"RODENTIA","MURIDAE","Gerbillus","cheesmani",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",0,"Omnivore",0,0,0,1,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662",9114,"Gerbillus cosensis",1,1,11.2882134,3542,"RODENTIA","MURIDAE","Gerbillus","cosensis",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663",9116,"Gerbillus dasyurus",1,1,141.1796264,3543,"RODENTIA","MURIDAE","Gerbillus","dasyurus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664",9119,"Gerbillus dunni",1,1,29.52559489,3544,"RODENTIA","MURIDAE","Gerbillus","dunni",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665",9120,"Gerbillus famulus",1,1,4.394389404,3545,"RODENTIA","MURIDAE","Gerbillus","famulus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666",9121,"Gerbillus floweri",1,1,7.331448986,3546,"RODENTIA","MURIDAE","Gerbillus","floweri",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667",9123,"Gerbillus gerbillus",1,1,833.2459757,3547,"RODENTIA","MURIDAE","Gerbillus","gerbillus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668",9124,"Gerbillus gleadowi",1,1,16.67486955,3548,"RODENTIA","MURIDAE","Gerbillus","gleadowi",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669",9125,"Gerbillus grobbeni",1,1,0.109572695,3549,"RODENTIA","MURIDAE","Gerbillus","grobbeni",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670",9126,"Gerbillus harwoodi",1,1,7.82391639,3550,"RODENTIA","MURIDAE","Gerbillus","harwoodi",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671",9127,"Gerbillus henleyi",1,1,42.95563932,3551,"RODENTIA","MURIDAE","Gerbillus","henleyi",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672",9128,"Gerbillus hesperinus",1,1,0.068775851,3552,"RODENTIA","MURIDAE","Gerbillus","hesperinus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673",9129,"Gerbillus hoogstraali",1,1,1.038385551,3553,"RODENTIA","MURIDAE","Gerbillus","hoogstraali",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674",9130,"Gerbillus jamesi",1,1,0.081386916,3554,"RODENTIA","MURIDAE","Gerbillus","jamesi",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675",9131,"Gerbillus juliani",1,1,5.521258565,3555,"RODENTIA","MURIDAE","Gerbillus","juliani",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676",9132,"Gerbillus latastei",1,1,16.81369301,3556,"RODENTIA","MURIDAE","Gerbillus","latastei",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677",9133,"Gerbillus lowei",1,1,0.28708362,3557,"RODENTIA","MURIDAE","Gerbillus","lowei",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678",9134,"Gerbillus mackillingini",1,1,17.38923263,3558,"RODENTIA","MURIDAE","Gerbillus","mackillingini",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679",9097,"Gerbillus maghrebi",1,1,5.369502549,3559,"RODENTIA","MURIDAE","Gerbillus","maghrebi",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680",9135,"Gerbillus mesopotamiae",1,1,21.19026499,3560,"RODENTIA","MURIDAE","Gerbillus","mesopotamiae",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681",9099,"Gerbillus muriculus",1,1,0.043949265,3561,"RODENTIA","MURIDAE","Gerbillus","muriculus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682",9100,"Gerbillus nancillus",1,1,110.5144558,3562,"RODENTIA","MURIDAE","Gerbillus","nancillus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683",9136,"Gerbillus nanus",1,1,457.2878757,3563,"RODENTIA","MURIDAE","Gerbillus","nanus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684",9137,"Gerbillus nigeriae",1,1,6.135467229,3564,"RODENTIA","MURIDAE","Gerbillus","nigeriae",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685",9138,"Gerbillus occiduus",1,1,1.068374362,3565,"RODENTIA","MURIDAE","Gerbillus","occiduus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686",136703,"Gerbillus percivali",1,1,0.00078047,3566,"RODENTIA","MURIDAE","Gerbillus","percivali",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687",9140,"Gerbillus perpallidus",1,1,2.331286226,3567,"RODENTIA","MURIDAE","Gerbillus","perpallidus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688",9141,"Gerbillus poecilops",1,1,8.671099795,3568,"RODENTIA","MURIDAE","Gerbillus","poecilops",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689",9142,"Gerbillus principulus",1,1,0.202383895,3569,"RODENTIA","MURIDAE","Gerbillus","principulus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690",9143,"Gerbillus pulvinatus",1,1,2.800206944,3570,"RODENTIA","MURIDAE","Gerbillus","pulvinatus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691",9144,"Gerbillus pusillus",1,1,6.34745758,3571,"RODENTIA","MURIDAE","Gerbillus","pusillus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692",9145,"Gerbillus pyramidum",1,1,288.1305927,3572,"RODENTIA","MURIDAE","Gerbillus","pyramidum",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693",9101,"Gerbillus rosalinda",1,1,13.80907428,3573,"RODENTIA","MURIDAE","Gerbillus","rosalinda",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694",45053,"Gerbillus rupicola",1,1,3.57975399,3574,"RODENTIA","MURIDAE","Gerbillus","rupicola",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695",9149,"Gerbillus simoni",1,1,5.015141778,3575,"RODENTIA","MURIDAE","Gerbillus","simoni",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696",9150,"Gerbillus somalicus",1,1,4.3439389,3576,"RODENTIA","MURIDAE","Gerbillus","somalicus",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697",9151,"Gerbillus stigmonyx",1,1,2.41836163,3577,"RODENTIA","MURIDAE","Gerbillus","stigmonyx",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698",9153,"Gerbillus tarabuli",1,1,562.3161294,3578,"RODENTIA","MURIDAE","Gerbillus","tarabuli",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"Not Recorded",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699",9155,"Gerbillus watersi",1,1,5.172424739,3579,"RODENTIA","MURIDAE","Gerbillus","watersi",1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,"",1,"Omnivore",0,1,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700",9194,"Giraffa camelopardalis",1,3,0.010169235,2545,"CETARTIODACTYLA","GIRAFFIDAE","Giraffa","camelopardalis",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"",0,"Herbivore",0,0,0,0,1,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701",39553,"Glaucomys sabrinus",1,1,0.403809155,5409,"RODENTIA","SCIURIDAE","Glaucomys","sabrinus",2,0,0,0,0,0,2,1,2,2,0,0,0,0,0,1,"",0,"Omnivore",0,0,0,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702",9240,"Glaucomys volans",1,1,23.4090311,5410,"RODENTIA","SCIURIDAE","Glaucomys","volans",1,3,0,3,0,0,1,1,1,1,0,0,0,0,0,2,"",0,"Omnivore",0,1,1,1,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703",44789,"Glauconycteris alboguttata",1,1,51.41471674,6402,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","alboguttata",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704",44790,"Glauconycteris argentata",1,1,325.6504714,6403,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","argentata",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705",44791,"Glauconycteris beatrix",1,1,0.157908651,6404,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","beatrix",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706",44792,"Glauconycteris curryae",1,1,22.51850142,6405,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","curryae",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707",44793,"Glauconycteris egeria",1,1,31.42898073,6406,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","egeria",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708",44794,"Glauconycteris gleni",1,1,0.025408238,6407,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","gleni",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709",44795,"Glauconycteris humeralis",1,1,31.03400653,6408,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","humeralis",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710",44796,"Glauconycteris kenyacola",1,1,0.025408238,6409,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","kenyacola",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",44797,"Glauconycteris machadoi",1,1,0.025408238,6410,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","machadoi",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712",44798,"Glauconycteris poensis",1,1,0.552723722,6411,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","poensis",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713",44799,"Glauconycteris superba",1,1,0.025408238,6412,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","superba",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714",44800,"Glauconycteris variegata",1,1,719.8732461,6413,"CHIROPTERA","VESPERTILIONIDAE","Glauconycteris","variegata",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715",9245,"Glironia venusta",1,1,2.869849806,1981,"DIDELPHIMORPHIA","DIDELPHIDAE","Glironia","venusta",1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,"Recorded in Family Glironiidae ",0,"Omnivore",0,1,1,1,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716",9246,"Glirulus japonicus",1,1,0.02501578,2560,"RODENTIA","GLIRIDAE","Glirulus","japonicus",1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,"Familie: Myoxidae in the book",0,"Omnivore",0,1,1,1,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717",39316,"Glis glis",1,3,0.42337983,2562,"RODENTIA","GLIRIDAE","Glis","glis",2,3,0,3,0,0,2,1,1,1,0,0,0,0,0,0,"Familie: Myoxidae in the book and Genus Myoxus",0,"Omnivore",0,0,1,1,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718",9247,"Glischropus javanus",1,1,0.05405291,6415,"CHIROPTERA","VESPERTILIONIDAE","Glischropus","javanus",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719",9248,"Glischropus tylopus",1,1,59.56872823,6416,"CHIROPTERA","VESPERTILIONIDAE","Glischropus","tylopus",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720",9273,"Glossophaga commissarisi",1,1,236.7875572,4713,"CHIROPTERA","PHYLLOSTOMIDAE","Glossophaga","commissarisi",1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,"",0,"Omnivore",0,1,1,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721",9274,"Glossophaga leachii",1,1,40.56918425,4714,"CHIROPTERA","PHYLLOSTOMIDAE","Glossophaga","leachii",1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,"",1,"Omnivore",0,1,1,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722",9275,"Glossophaga longirostris",1,1,127.9510144,4715,"CHIROPTERA","PHYLLOSTOMIDAE","Glossophaga","longirostris",2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,"",0,"Omnivore",0,0,0,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723",9276,"Glossophaga morenoi",1,1,27.87944963,4716,"CHIROPTERA","PHYLLOSTOMIDAE","Glossophaga","morenoi",1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,"",1,"Omnivore",0,1,1,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724",9277,"Glossophaga soricina",1,1,0.941049285,4717,"CHIROPTERA","PHYLLOSTOMIDAE","Glossophaga","soricina",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"",0,"Herbivore",0,0,0,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725",13375,"Glyphonycteris behnii",1,1,86.65871666,4719,"CHIROPTERA","PHYLLOSTOMIDAE","Glyphonycteris","behnii",1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"",0,"Omnivore",0,1,1,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726",13377,"Glyphonycteris daviesi",1,1,380.1508937,4720,"CHIROPTERA","PHYLLOSTOMIDAE","Glyphonycteris","daviesi",1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,"",1,"Omnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
