"","id_no","binomial","presence","origin","shape_Area","TaxonID","Order","Family","Genus","Species","Animal","Vertebrate","Mammal","Bird","Herptile","Fish","Invertebrate","Plant","Seed","Fruit","Nectar","Root","Leaf","Woody","Herbaceous","Other","TaxonomicNote","FillCode","TrophicLevel","MammalEater","Insectivore","Frugivore","Granivore","Folivore","DataSource","syn_name1","syn_name_sub1","syn_name2","syn_name_sub2","syn_name3","syn_name_sub3","syn_name4","syn_name_sub4","syn_name5","syn_name_sub5","syn_name6","syn_name_sub6"
"2814",13926,"Muntiacus gongshanensis",1,1,7.79201456,724,"CETARTIODACTYLA","CERVIDAE","Muntiacus","gongshanensis",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"",1,"Herbivore",0,0,0,0,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815",136831,"Muntiacus montanus",1,1,1.786855335,725,"CETARTIODACTYLA","CERVIDAE","Muntiacus","montanus",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"",1,"Herbivore",0,0,0,0,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816",42190,"Muntiacus muntjak",1,1,59.57962579,726,"CETARTIODACTYLA","CERVIDAE","Muntiacus","muntjak",0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,"",0,"Herbivore",0,0,1,0,1,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817",136293,"Muntiacus puhoatensis",1,1,0.040206137,727,"CETARTIODACTYLA","CERVIDAE","Muntiacus","puhoatensis",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"",1,"Herbivore",0,0,0,0,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818",136479,"Muntiacus putaoensis",1,1,8.00089193,728,"CETARTIODACTYLA","CERVIDAE","Muntiacus","putaoensis",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"",0,"Herbivore",0,0,1,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819",42191,"Muntiacus reevesi",1,1,201.4915328,729,"CETARTIODACTYLA","CERVIDAE","Muntiacus","reevesi",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"",1,"Herbivore",0,0,0,0,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820",13928,"Muntiacus rooseveltorum",1,1,3.51427762,730,"CETARTIODACTYLA","CERVIDAE","Muntiacus","rooseveltorum",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"",1,"Herbivore",0,0,0,0,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",44704,"Muntiacus truongsonensis",1,1,0.608958885,731,"CETARTIODACTYLA","CERVIDAE","Muntiacus","truongsonensis",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"",1,"Herbivore",0,0,0,0,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822",136551,"Muntiacus vaginalis",1,3,0.0043611,732,"CETARTIODACTYLA","CERVIDAE","Muntiacus","vaginalis",0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,"",0,"Herbivore",0,0,1,1,1,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823",44703,"Muntiacus vuquangensis",1,1,6.853676154,733,"CETARTIODACTYLA","CERVIDAE","Muntiacus","vuquangensis",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"",0,"Herbivore",0,0,1,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824",1589,"Murexia habbema",1,1,11.74276295,1836,"DASYUROMORPHIA","DASYURIDAE","Murexia","habbema",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not mentioned",1,"Carnivore",0,0,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825",13930,"Murexia longicaudata",1,3,0.031331329,1837,"DASYUROMORPHIA","DASYURIDAE","Murexia","longicaudata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,0,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826",1591,"Murexia melanurus",1,1,25.40194713,1838,"DASYUROMORPHIA","DASYURIDAE","Murexia","melanurus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not mentioned",1,"Carnivore",0,0,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827",1587,"Murexia naso",1,1,14.77533844,1839,"DASYUROMORPHIA","DASYURIDAE","Murexia","naso",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not mentioned",1,"Carnivore",0,0,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828",13931,"Murexia rothschildi",1,1,1.221417032,1840,"DASYUROMORPHIA","DASYURIDAE","Murexia","rothschildi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,"Carnivore",0,0,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829",13935,"Muriculus imberbis",1,1,0.42426692,3801,"RODENTIA","MURIDAE","Muriculus","imberbis",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",0,"Herbivore",0,0,0,1,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830",13936,"Murina aenea",1,1,4.738721399,6516,"CHIROPTERA","VESPERTILIONIDAE","Murina","aenea",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831",13937,"Murina aurata",1,1,8.069001302,6517,"CHIROPTERA","VESPERTILIONIDAE","Murina","aurata",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832",13938,"Murina cyclotis",1,1,148.6808212,6518,"CHIROPTERA","VESPERTILIONIDAE","Murina","cyclotis",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",0,1,0,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833",13939,"Murina florium",1,1,2.883310095,6519,"CHIROPTERA","VESPERTILIONIDAE","Murina","florium",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834",13940,"Murina fusca",1,1,0.008543617,6520,"CHIROPTERA","VESPERTILIONIDAE","Murina","fusca",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835",136558,"Murina harrisoni",1,1,0.03061418,6521,"CHIROPTERA","VESPERTILIONIDAE","Murina","harrisoni",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836",136409,"Murina hilgendorfi",1,1,428.2790164,6522,"CHIROPTERA","VESPERTILIONIDAE","Murina","hilgendorfi",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",0,1,0,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837",13942,"Murina huttoni",1,1,0.70446656,6523,"CHIROPTERA","VESPERTILIONIDAE","Murina","huttoni",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838",13943,"Murina leucogaster",1,1,8.287604346,6524,"CHIROPTERA","VESPERTILIONIDAE","Murina","leucogaster",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839",13944,"Murina puta",1,1,3.180001875,6525,"CHIROPTERA","VESPERTILIONIDAE","Murina","puta",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840",13945,"Murina rozendaali",1,1,1.062873605,6526,"CHIROPTERA","VESPERTILIONIDAE","Murina","rozendaali",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841",29485,"Murina ryukyuana",1,1,0.022781685,6527,"CHIROPTERA","VESPERTILIONIDAE","Murina","ryukyuana",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842",13947,"Murina suilla",1,1,59.5796239,6528,"CHIROPTERA","VESPERTILIONIDAE","Murina","suilla",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843",13948,"Murina tenebrosa",1,1,0.044171175,6529,"CHIROPTERA","VESPERTILIONIDAE","Murina","tenebrosa",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844",13949,"Murina tubinaris",1,1,79.45122336,6530,"CHIROPTERA","VESPERTILIONIDAE","Murina","tubinaris",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845",13950,"Murina ussuriensis",1,1,0.010097205,6531,"CHIROPTERA","VESPERTILIONIDAE","Murina","ussuriensis",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",3,"Carnivore",0,1,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846",13952,"Mus baoulei",1,1,8.682542396,3803,"RODENTIA","MURIDAE","Mus","baoulei",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847",13953,"Mus booduga",1,1,254.8095263,3804,"RODENTIA","MURIDAE","Mus","booduga",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848",13954,"Mus bufo",1,1,5.67786627,3805,"RODENTIA","MURIDAE","Mus","bufo",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"",0,"Herbivore",0,0,0,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849",13955,"Mus callewaerti",1,1,1.14404514,3806,"RODENTIA","MURIDAE","Mus","callewaerti",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850",13956,"Mus caroli",1,5,4.605088178,3807,"RODENTIA","MURIDAE","Mus","caroli",1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"",0,"Omnivore",0,1,0,1,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851",13957,"Mus cervicolor",1,5,4.72224822,3808,"RODENTIA","MURIDAE","Mus","cervicolor",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852",13958,"Mus cookii",1,1,44.93556884,3809,"RODENTIA","MURIDAE","Mus","cookii",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853",13959,"Mus crociduroides",1,1,0.453280035,3810,"RODENTIA","MURIDAE","Mus","crociduroides",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854",136641,"Mus cypriacus",1,1,0.916136234,3811,"RODENTIA","MURIDAE","Mus","cypriacus",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855",13960,"Mus famulus",1,1,0.115667605,3812,"RODENTIA","MURIDAE","Mus","famulus",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856",13961,"Mus fernandoni",1,1,0.00406535,3813,"RODENTIA","MURIDAE","Mus","fernandoni",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",136280,"Mus fragilicauda",1,1,0.01903704,3814,"RODENTIA","MURIDAE","Mus","fragilicauda",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858",13962,"Mus goundae",1,1,0.02587035,3815,"RODENTIA","MURIDAE","Mus","goundae",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859",13963,"Mus haussa",1,1,182.0935274,3816,"RODENTIA","MURIDAE","Mus","haussa",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860",13964,"Mus indutus",1,1,128.9632477,3817,"RODENTIA","MURIDAE","Mus","indutus",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861",13966,"Mus macedonicus",1,1,121.9527689,3818,"RODENTIA","MURIDAE","Mus","macedonicus",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862",13967,"Mus mahomet",1,1,6.083662845,3819,"RODENTIA","MURIDAE","Mus","mahomet",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863",13968,"Mus mattheyi",1,1,24.87874998,3820,"RODENTIA","MURIDAE","Mus","mattheyi",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864",13969,"Mus mayori",1,1,0.02667321,3821,"RODENTIA","MURIDAE","Mus","mayori",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865",13970,"Mus minutoides",1,1,160.0747194,3822,"RODENTIA","MURIDAE","Mus","minutoides",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866",135725,"Mus musculoides",1,1,213.331853,3823,"RODENTIA","MURIDAE","Mus","musculoides",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867",13972,"Mus musculus",1,5,5891.597598,3824,"RODENTIA","MURIDAE","Mus","musculus",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",13973,"Mus neavei",1,1,0.23785555,3825,"RODENTIA","MURIDAE","Mus","neavei",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869",13974,"Mus orangiae",1,1,6.467357165,3826,"RODENTIA","MURIDAE","Mus","orangiae",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870",13975,"Mus oubanguii",1,1,6.338266639,3827,"RODENTIA","MURIDAE","Mus","oubanguii",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871",13976,"Mus pahari",1,1,0.180334495,3828,"RODENTIA","MURIDAE","Mus","pahari",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872",13977,"Mus phillipsi",1,1,35.62494655,3829,"RODENTIA","MURIDAE","Mus","phillipsi",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",13978,"Mus platythrix",1,1,0.214982895,3830,"RODENTIA","MURIDAE","Mus","platythrix",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874",13979,"Mus saxicola",1,1,72.78240689,3831,"RODENTIA","MURIDAE","Mus","saxicola",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875",13980,"Mus setulosus",1,1,38.04298068,3832,"RODENTIA","MURIDAE","Mus","setulosus",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876",13981,"Mus setzeri",1,1,1.02211156,3833,"RODENTIA","MURIDAE","Mus","setzeri",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",0,1,0,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877",13982,"Mus shortridgei",1,1,0.42533341,3834,"RODENTIA","MURIDAE","Mus","shortridgei",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878",13983,"Mus sorella",1,1,1.63256096,3835,"RODENTIA","MURIDAE","Mus","sorella",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",13984,"Mus spicilegus",1,1,96.15709691,3836,"RODENTIA","MURIDAE","Mus","spicilegus",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"",0,"Herbivore",0,0,0,1,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880",13985,"Mus spretus",1,1,26.70931977,3837,"RODENTIA","MURIDAE","Mus","spretus",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881",13986,"Mus tenellus",1,1,15.9771768,3838,"RODENTIA","MURIDAE","Mus","tenellus",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882",13987,"Mus terricolor",1,3,0.660495915,3839,"RODENTIA","MURIDAE","Mus","terricolor",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883",13988,"Mus triton",1,1,7.13126428,3840,"RODENTIA","MURIDAE","Mus","triton",1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,"",0,"Omnivore",0,1,0,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884",13989,"Mus vulcani",1,1,0.00597741,3841,"RODENTIA","MURIDAE","Mus","vulcani",2,3,0,0,0,0,2,1,1,0,0,1,1,0,0,1,"",1,"Omnivore",0,0,0,1,1,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",13992,"Muscardinus avellanarius",1,1,1.88513436,2579,"RODENTIA","GLIRIDAE","Muscardinus","avellanarius",1,3,0,3,0,0,1,1,1,1,0,0,0,0,0,0,"Familie: Myoxidae in the book",0,"Omnivore",0,1,1,1,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886",14003,"Musonycteris harrisoni",1,1,4.65756882,4784,"CHIROPTERA","PHYLLOSTOMIDAE","Musonycteris","harrisoni",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"",0,"Omnivore",0,1,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887",14025,"Mustela africana",1,1,215.6002104,4234,"CARNIVORA","MUSTELIDAE","Mustela","africana",1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",2.2,"Carnivore",1,0,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888",41653,"Mustela altaica",1,1,385.9831844,4235,"CARNIVORA","MUSTELIDAE","Mustela","altaica",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889",29674,"Mustela erminea",1,3,11.90359313,4236,"CARNIVORA","MUSTELIDAE","Mustela","erminea",1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890",29679,"Mustela eversmanii",1,1,1597.228365,4237,"CARNIVORA","MUSTELIDAE","Mustela","eversmanii",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891",14026,"Mustela felipei",1,1,0.78067258,4238,"CARNIVORA","MUSTELIDAE","Mustela","felipei",1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",2.2,"Carnivore",1,0,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892",41654,"Mustela frenata",1,1,1142.616433,4239,"CARNIVORA","MUSTELIDAE","Mustela","frenata",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893",41656,"Mustela itatsi",1,3,8.689958065,4240,"CARNIVORA","MUSTELIDAE","Mustela","itatsi",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,1,0,0,0,"IUCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894",41655,"Mustela kathiah",1,1,0.038170825,4241,"CARNIVORA","MUSTELIDAE","Mustela","kathiah",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895",14018,"Mustela lutreola",1,1,4.976138352,4242,"CARNIVORA","MUSTELIDAE","Mustela","lutreola",1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",14019,"Mustela lutreolina",1,1,0.509024395,4243,"CARNIVORA","MUSTELIDAE","Mustela","lutreolina",1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",2.2,"Carnivore",1,0,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897",14020,"Mustela nigripes",1,2,0.174996825,4244,"CARNIVORA","MUSTELIDAE","Mustela","nigripes",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",14021,"Mustela nivalis",1,5,0.809229615,4245,"CARNIVORA","MUSTELIDAE","Mustela","nivalis",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899",41657,"Mustela nudipes",1,1,15.02634887,4246,"CARNIVORA","MUSTELIDAE","Mustela","nudipes",1,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"",2.2,"Carnivore",1,0,0,0,0,"Extrapolated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900",41658,"Mustela putorius",1,1,772.6942133,4247,"CARNIVORA","MUSTELIDAE","Mustela","putorius",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,1,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901",41659,"Mustela sibirica",1,3,1.79148152,4248,"CARNIVORA","MUSTELIDAE","Mustela","sibirica",1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,"",0,"Carnivore",1,0,0,0,0,"Nowak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
