TaxonID,Order,Family,Genus,Species,Animal,Vertebrate,Mammal,Bird,Herptile,Fish,Invertebrate,Plant,Seed,Fruit,Nectar,Root,Leaf,Woody,Herbaceous,Other,TaxonomicNote,FillCode,TrophicLevel,MammalEater,Insectivore,Frugivore,Granivore,Folivore,DataSource
770,PRIMATES,CHEIROGALEIDAE,Microcebus,berthae,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
771,PRIMATES,CHEIROGALEIDAE,Microcebus,bongolavensis,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
772,PRIMATES,CHEIROGALEIDAE,Microcebus,danfossorum,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
773,PRIMATES,CHEIROGALEIDAE,Microcebus,griseorufus,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
774,PRIMATES,CHEIROGALEIDAE,Microcebus,jollyae,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
775,PRIMATES,CHEIROGALEIDAE,Microcebus,lehilahytsara,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
776,PRIMATES,CHEIROGALEIDAE,Microcebus,mamiratra,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
777,PRIMATES,CHEIROGALEIDAE,Microcebus,mittermeieri,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
778,PRIMATES,CHEIROGALEIDAE,Microcebus,murinus,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,,1,Omnivore,0,1,1,0,1,Extrapolated
779,PRIMATES,CHEIROGALEIDAE,Microcebus,myoxinus,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,,1,Omnivore,0,1,1,0,1,Extrapolated
780,PRIMATES,CHEIROGALEIDAE,Microcebus,ravelobensis,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
781,PRIMATES,CHEIROGALEIDAE,Microcebus,rufus,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,,1,Omnivore,0,1,1,0,1,Extrapolated
782,PRIMATES,CHEIROGALEIDAE,Microcebus,sambiranensis,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
783,PRIMATES,CHEIROGALEIDAE,Microcebus,simmonsi,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
784,PRIMATES,CHEIROGALEIDAE,Microcebus,tavaratra,1,2,0,0,2,0,1,1,0,1,1,0,1,0,0,1,Not mentioned,1,Omnivore,0,1,1,0,1,Extrapolated
786,PRIMATES,CHEIROGALEIDAE,Mirza,coquereli,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,,1,Omnivore,0,1,1,0,0,Extrapolated
787,PRIMATES,CHEIROGALEIDAE,Mirza,zaza,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not mentioned,0,Carnivore,0,1,0,0,0,IUCN
789,PRIMATES,CHEIROGALEIDAE,Phaner,electromontis,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,Not mentioned,1,Omnivore,0,1,0,0,0,Extrapolated
790,PRIMATES,CHEIROGALEIDAE,Phaner,furcifer,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,,1,Omnivore,0,1,0,0,0,Extrapolated
791,PRIMATES,CHEIROGALEIDAE,Phaner,pallescens,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,Not mentioned,1,Omnivore,0,1,0,0,0,Extrapolated
792,PRIMATES,CHEIROGALEIDAE,Phaner,parienti,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,Not mentioned,1,Omnivore,0,1,0,0,0,Extrapolated
795,RODENTIA,CHINCHILLIDAE,Chinchilla,chinchilla,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,Herbivore,0,0,0,0,1,IUCN
796,RODENTIA,CHINCHILLIDAE,Chinchilla,lanigera,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,Herbivore,0,0,0,0,0,Extrapolated
798,RODENTIA,CHINCHILLIDAE,Lagidium,peruanum,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,Herbivore,0,0,0,0,1,IUCN
799,RODENTIA,CHINCHILLIDAE,Lagidium,viscacia,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,Herbivore,0,0,0,0,1,IUCN
800,RODENTIA,CHINCHILLIDAE,Lagidium,wolffsohni,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,Herbivore,0,0,0,0,0,Extrapolated
802,RODENTIA,CHINCHILLIDAE,Lagostomus,crassus,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,1,Herbivore,0,0,0,1,1,Extrapolated
803,RODENTIA,CHINCHILLIDAE,Lagostomus,maximus,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,1,Herbivore,0,0,0,1,1,Extrapolated
806,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,corriae,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Used to be considered a sub-species of A. iris,1,Carnivore,0,1,0,0,0,Extrapolated
807,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,hottentotus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,Extrapolated
808,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,marleyi,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Used to be A. hottentotus now full species,1,Carnivore,0,1,0,0,0,Extrapolated
809,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,robustus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Used to be A. hottentotus now full species,1,Carnivore,0,1,0,0,0,Extrapolated
810,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,septentrionalis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,Extrapolated
812,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,leucorhinus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chlorotalpa leucorhinus,2.1,Carnivore,0,1,0,0,0,Extrapolated
813,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,obtusirostris,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,Nowak
814,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,tytonis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Chlorotalpa tytonis,2.1,Carnivore,0,1,0,0,0,Extrapolated
816,AFROSORICIDA,CHRYSOCHLORIDAE,Carpitalpa,arendsi,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Recorded as Chlorotalpa arendsi,1,Carnivore,0,1,0,0,0,Extrapolated
818,AFROSORICIDA,CHRYSOCHLORIDAE,Chlorotalpa,duthieae,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,Extrapolated
819,AFROSORICIDA,CHRYSOCHLORIDAE,Chlorotalpa,sclateri,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,Extrapolated
821,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysochloris,asiatica,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,IUCN
822,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysochloris,stuhlmanni,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,Extrapolated
823,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysochloris,visagiei,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,Extrapolated
825,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysospalax,trevelyani,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,Nowak
826,AFROSORICIDA,CHRYSOCHLORIDAE,Chrysospalax,villosus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,Nowak
828,AFROSORICIDA,CHRYSOCHLORIDAE,Cryptochloris,wintoni,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,Extrapolated
829,AFROSORICIDA,CHRYSOCHLORIDAE,Cryptochloris,zyli,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,Extrapolated
831,AFROSORICIDA,CHRYSOCHLORIDAE,Eremitalpa,granti,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,Nowak
833,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,gunningi,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Amblysomus julianae,1,Carnivore,0,1,0,0,0,Extrapolated
834,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,julianae,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Amblysomus julianae,1,Carnivore,0,1,0,0,0,Extrapolated
837,CHIROPTERA,CRASEONYCTERIDAE,Craseonycteris,thonglongyai,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,Nowak
840,RODENTIA,CRICETIDAE,Abrawayaomys,ruschii,1,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,3,Omnivore,0,1,0,0,0,Extrapolated
842,RODENTIA,CRICETIDAE,Abrothrix,andinus,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,Listed in genus Chroeomys,0,Omnivore,0,1,0,0,0,Nowak
843,RODENTIA,CRICETIDAE,Abrothrix,hershkovitzi,1,0,0,0,0,0,1,2,NA,NA,0,0,NA,0,0,0,,2.2,Omnivore,0,1,0,0,0,Extrapolated
844,RODENTIA,CRICETIDAE,Abrothrix,illuteus,1,0,0,0,0,0,1,2,NA,NA,0,0,NA,0,0,0,,2.2,Omnivore,0,1,0,0,0,Extrapolated
845,RODENTIA,CRICETIDAE,Abrothrix,jelskii,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,Listed in genus Chroeomys,0,Omnivore,0,1,0,0,0,Nowak
846,RODENTIA,CRICETIDAE,Abrothrix,lanosus,1,0,0,0,0,0,1,2,NA,NA,0,0,NA,0,0,0,,2.2,Omnivore,0,1,0,0,0,Extrapolated
847,RODENTIA,CRICETIDAE,Abrothrix,longipilis,1,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,,0,Omnivore,0,1,0,0,0,Nowak
848,RODENTIA,CRICETIDAE,Abrothrix,markhami,1,0,0,0,0,0,1,2,NA,NA,0,0,NA,0,0,0,,2.2,Omnivore,0,1,0,0,0,Extrapolated
849,RODENTIA,CRICETIDAE,Abrothrix,olivaceus,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,Listed in genus Chroeomys,0,Omnivore,0,1,0,0,0,Nowak
850,RODENTIA,CRICETIDAE,Abrothrix,sanborni,1,0,0,0,0,0,1,2,NA,NA,0,0,NA,0,0,0,,2.2,Omnivore,0,1,0,0,0,Extrapolated
852,RODENTIA,CRICETIDAE,Aegialomys,galapagoensis,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,"Apparently part of the Oryzomys genus, according to the book",1,Omnivore,0,1,1,1,1,Extrapolated
853,RODENTIA,CRICETIDAE,Aegialomys,xanthaeolus,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,"Apparently part of the Oryzomys genus, according to the book",1,Omnivore,0,1,1,1,1,Extrapolated
855,RODENTIA,CRICETIDAE,Aepeomys,lugens,1,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,3,Omnivore,0,1,0,0,0,Extrapolated
856,RODENTIA,CRICETIDAE,Aepeomys,reigi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,Omnivore,0,0,0,0,0,IUCN
858,RODENTIA,CRICETIDAE,Akodon,aerosus,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,0,Omnivore,0,1,0,1,1,IUCN
859,RODENTIA,CRICETIDAE,Akodon,affinis,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,0,Omnivore,0,1,0,1,1,IUCN
860,RODENTIA,CRICETIDAE,Akodon,albiventer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,IUCN
861,RODENTIA,CRICETIDAE,Akodon,aliquantulus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,IUCN
862,RODENTIA,CRICETIDAE,Akodon,azarae,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,Omnivore,0,1,0,0,0,Nowak
863,RODENTIA,CRICETIDAE,Akodon,bogotensis,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,Book lists in genus Microxus,0,Omnivore,0,1,0,1,1,IUCN
864,RODENTIA,CRICETIDAE,Akodon,boliviensis,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
865,RODENTIA,CRICETIDAE,Akodon,budini,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
866,RODENTIA,CRICETIDAE,Akodon,cursor,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
867,RODENTIA,CRICETIDAE,Akodon,dayi,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
868,RODENTIA,CRICETIDAE,Akodon,dolores,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
869,RODENTIA,CRICETIDAE,Akodon,fumeus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
870,RODENTIA,CRICETIDAE,Akodon,iniscatus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
871,RODENTIA,CRICETIDAE,Akodon,juninensis,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
872,RODENTIA,CRICETIDAE,Akodon,kofordi,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
873,RODENTIA,CRICETIDAE,Akodon,latebricola,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Book lists in genus Microxus,2.1,Omnivore,0,1,0,0,0,Extrapolated
874,RODENTIA,CRICETIDAE,Akodon,leucolimnaeus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
875,RODENTIA,CRICETIDAE,Akodon,lindberghi,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
876,RODENTIA,CRICETIDAE,Akodon,lutescens,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
877,RODENTIA,CRICETIDAE,Akodon,mimus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Book lists in genus Microxus,0,Omnivore,0,1,0,0,0,IUCN
878,RODENTIA,CRICETIDAE,Akodon,molinae,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
879,RODENTIA,CRICETIDAE,Akodon,mollis,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
880,RODENTIA,CRICETIDAE,Akodon,montensis,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
881,RODENTIA,CRICETIDAE,Akodon,mystax,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
882,RODENTIA,CRICETIDAE,Akodon,neocenus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
883,RODENTIA,CRICETIDAE,Akodon,oenos,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
884,RODENTIA,CRICETIDAE,Akodon,orophilus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
885,RODENTIA,CRICETIDAE,Akodon,paranaensis,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
886,RODENTIA,CRICETIDAE,Akodon,pervalens,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
887,RODENTIA,CRICETIDAE,Akodon,philipmyersi,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
888,RODENTIA,CRICETIDAE,Akodon,reigi,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
889,RODENTIA,CRICETIDAE,Akodon,sanctipaulensis,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
890,RODENTIA,CRICETIDAE,Akodon,serrensis,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
891,RODENTIA,CRICETIDAE,Akodon,siberiae,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
892,RODENTIA,CRICETIDAE,Akodon,simulator,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
893,RODENTIA,CRICETIDAE,Akodon,spegazzinii,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
894,RODENTIA,CRICETIDAE,Akodon,subfuscus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
895,RODENTIA,CRICETIDAE,Akodon,surdus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
896,RODENTIA,CRICETIDAE,Akodon,sylvanus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
897,RODENTIA,CRICETIDAE,Akodon,toba,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
898,RODENTIA,CRICETIDAE,Akodon,torques,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
899,RODENTIA,CRICETIDAE,Akodon,varius,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2.1,Omnivore,0,1,0,0,0,Extrapolated
901,RODENTIA,CRICETIDAE,Allocricetulus,curtatus,3,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,,0,Herbivore,0,0,0,1,0,IUCN
902,RODENTIA,CRICETIDAE,Allocricetulus,eversmanni,2,3,3,3,3,0,2,1,1,0,0,0,1,0,0,0,,0,Omnivore,0,0,0,1,1,IUCN
904,RODENTIA,CRICETIDAE,Alticola,albicaudus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,1,Herbivore,0,0,0,0,1,Extrapolated
905,RODENTIA,CRICETIDAE,Alticola,argentatus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,1,Herbivore,0,0,0,0,1,Extrapolated
906,RODENTIA,CRICETIDAE,Alticola,barakshin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,Herbivore,0,0,0,0,0,IUCN
907,RODENTIA,CRICETIDAE,Alticola,lemminus,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,,0,Herbivore,0,0,0,0,0,IUCN
908,RODENTIA,CRICETIDAE,Alticola,macrotis,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,1,Herbivore,0,0,0,0,1,Extrapolated
909,RODENTIA,CRICETIDAE,Alticola,montosa,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,1,Herbivore,0,0,0,0,1,Extrapolated
910,RODENTIA,CRICETIDAE,Alticola,olchonensis,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,1,Herbivore,0,0,0,0,1,Extrapolated
911,RODENTIA,CRICETIDAE,Alticola,roylei,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,Herbivore,0,0,0,0,0,IUCN
912,RODENTIA,CRICETIDAE,Alticola,semicanus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,1,Herbivore,0,0,0,0,1,Extrapolated
913,RODENTIA,CRICETIDAE,Alticola,stoliczkanus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,1,Herbivore,0,0,0,0,1,Extrapolated
914,RODENTIA,CRICETIDAE,Alticola,strelzowi,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,0,Herbivore,0,0,0,1,1,IUCN
915,RODENTIA,CRICETIDAE,Alticola,tuvinicus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,1,Herbivore,0,0,0,0,1,Extrapolated
917,RODENTIA,CRICETIDAE,Amphinectomys,savamis,1,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,3,Omnivore,0,1,0,0,0,Extrapolated
919,RODENTIA,CRICETIDAE,Andalgalomys,olrogi,1,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,3,Omnivore,0,1,0,0,0,Extrapolated
920,RODENTIA,CRICETIDAE,Andalgalomys,pearsoni,1,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,3,Omnivore,0,1,0,0,0,Extrapolated
922,RODENTIA,CRICETIDAE,Andinomys,edax,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,Herbivore,0,0,0,0,1,Nowak
924,RODENTIA,CRICETIDAE,Anotomys,leander,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,0,0,0,0,Nowak
926,RODENTIA,CRICETIDAE,Arborimus,albipes,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,,0,Herbivore,0,0,0,0,1,IUCN
927,RODENTIA,CRICETIDAE,Arborimus,longicaudus,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,,0,Herbivore,0,0,0,0,1,IUCN
928,RODENTIA,CRICETIDAE,Arborimus,pomo,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,,0,Herbivore,0,0,0,0,1,IUCN
930,RODENTIA,CRICETIDAE,Arvicola,amphibius,2,2,0,0,0,2,2,1,0,0,0,2,1,0,0,2,,0,Omnivore,0,0,0,0,1,IUCN
931,RODENTIA,CRICETIDAE,Arvicola,sapidus,3,3,0,0,0,3,3,1,0,0,0,0,1,0,1,0,,0,Herbivore,0,0,0,0,1,IUCN
932,RODENTIA,CRICETIDAE,Arvicola,scherman,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,,0,Herbivore,0,0,0,0,1,IUCN
934,RODENTIA,CRICETIDAE,Auliscomys,boliviensis,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,,0,Herbivore,0,0,1,1,0,Nowak
935,RODENTIA,CRICETIDAE,Auliscomys,pictus,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,,2.1,Herbivore,0,0,1,1,0,Extrapolated
936,RODENTIA,CRICETIDAE,Auliscomys,sublimis,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,,2.1,Herbivore,0,0,1,1,0,Extrapolated
938,RODENTIA,CRICETIDAE,Baiomys,musculus,1,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,,0,Omnivore,0,1,0,0,0,IUCN
939,RODENTIA,CRICETIDAE,Baiomys,taylori,3,3,0,0,3,0,3,1,3,0,0,0,1,0,0,0,,0,Herbivore,0,0,0,0,1,Nowak
941,RODENTIA,CRICETIDAE,Bibimys,chacoensis,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,1,Herbivore,0,0,0,1,1,Extrapolated
942,RODENTIA,CRICETIDAE,Bibimys,labiosus,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,1,Herbivore,0,0,0,1,1,Extrapolated
943,RODENTIA,CRICETIDAE,Bibimys,torresi,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,1,Herbivore,0,0,0,1,1,Extrapolated
945,RODENTIA,CRICETIDAE,Blanfordimys,afghanus,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,,1,Herbivore,0,0,0,1,1,Extrapolated
946,RODENTIA,CRICETIDAE,Blanfordimys,bucharensis,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,,1,Herbivore,0,0,0,1,1,Extrapolated
948,RODENTIA,CRICETIDAE,Blarinomys,breviceps,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,Nowak
950,RODENTIA,CRICETIDAE,Brucepattersonius,albinasus,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Can't find a match in the book,2.1,Omnivore,0,1,0,0,0,Extrapolated
951,RODENTIA,CRICETIDAE,Brucepattersonius,griserufescens,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Can't find a match in the book,2.1,Omnivore,0,1,0,0,0,Extrapolated
952,RODENTIA,CRICETIDAE,Brucepattersonius,guarani,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Can't find a match in the book,2.1,Omnivore,0,1,0,0,0,Extrapolated
953,RODENTIA,CRICETIDAE,Brucepattersonius,igniventris,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Can't find a match in the book,2.1,Omnivore,0,1,0,0,0,Extrapolated
954,RODENTIA,CRICETIDAE,Brucepattersonius,iheringi,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Can't find a match in the book,2.1,Omnivore,0,1,0,0,0,Extrapolated
955,RODENTIA,CRICETIDAE,Brucepattersonius,misionensis,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Can't find a match in the book,2.1,Omnivore,0,1,0,0,0,Extrapolated
956,RODENTIA,CRICETIDAE,Brucepattersonius,paradisus,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Can't find a match in the book,2.1,Omnivore,0,1,0,0,0,Extrapolated
957,RODENTIA,CRICETIDAE,Brucepattersonius,soricinus,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Can't find a match in the book,2.1,Omnivore,0,1,0,0,0,Extrapolated
