MSW3_ID,MSWFamilyLatin,Scientific,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel
1,Tachyglossidae,Tachyglossus aculeatus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,3025,Ref_117,1
2,Tachyglossidae,Zaglossus attenboroughi,100,0,0,0,0,0,0,0,0,0,Ref_65,ABC,G,A,,1,0,0,Ref_1,ABC,8532.39,"Ref_2, Ref_3",0
3,Tachyglossidae,Zaglossus bartoni,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,7180,Ref_131,1
4,Tachyglossidae,Zaglossus bruijni,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,10139.5,Ref_117,1
5,Ornithorhynchidae,Ornithorhynchus anatinus,80,0,0,20,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1484.25,Ref_117,1
6,Didelphidae,Caluromys philander,20,0,0,0,10,0,20,0,10,40,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,229.25,Ref_117,1
7,Didelphidae,Caluromys derbianus,20,0,0,0,10,0,20,0,10,40,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,297,Ref_117,1
8,Didelphidae,Caluromys lanatus,20,0,0,0,10,0,20,0,10,40,Ref_1,ABC,Ar,A,,1,1,0,Ref_1,ABC,325,Ref_117,1
9,Didelphidae,Caluromysiops irrupta,20,0,0,0,0,0,20,40,0,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,250,Ref_117,1
10,Didelphidae,Glironia venusta,40,0,0,0,20,0,20,0,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,114,Ref_117,1
11,Didelphidae,Chironectes minimus,50,0,0,30,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,946,Ref_117,1
12,Didelphidae,Didelphis aurita,20,0,0,0,30,30,0,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1163.99,Ref_117,1
13,Didelphidae,Didelphis imperfecta,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1260.04,"Ref_2, Ref_3",0
14,Didelphidae,Didelphis marsupialis,20,0,0,0,30,30,0,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1091.16,Ref_117,1
15,Didelphidae,Didelphis pernigra,20,0,0,0,30,30,0,0,0,20,Ref_2,D1,S,A,,1,0,0,Ref_1,ABC,1260.04,"Ref_2, Ref_3",0
16,Didelphidae,Didelphis virginiana,20,0,0,0,30,30,0,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,2195.48,Ref_117,1
17,Didelphidae,Didelphis albiventris,20,0,0,0,30,30,0,0,0,20,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,904,Ref_117,1
18,Didelphidae,Gracilinanus formosus,50,0,0,0,0,0,30,20,0,0,Ref_2,D1,S,A,,1,1,0,Ref_2,D1,18.9,"Ref_2, Ref_3",0
19,Didelphidae,Gracilinanus emiliae,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,7.6,Ref_117,1
20,Didelphidae,Gracilinanus microtarsus,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,31,Ref_117,1
21,Didelphidae,Gracilinanus marica,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,23.8,Ref_117,1
22,Didelphidae,Gracilinanus dryas,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,18,Ref_117,1
23,Didelphidae,Gracilinanus aceramarcae,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,20.5,Ref_117,1
24,Didelphidae,Gracilinanus agricolai,50,0,0,0,0,0,30,20,0,0,Ref_2,D1,S,A,,1,1,0,Ref_2,D1,18.9,"Ref_2, Ref_3",0
25,Didelphidae,Gracilinanus agilis,50,0,0,0,0,0,30,20,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,22,Ref_117,1
26,Didelphidae,Gracilinanus ignitus,50,0,0,0,0,0,30,20,0,0,Ref_2,D1,S,A,,1,1,0,Ref_2,D1,18.9,"Ref_2, Ref_3",0
27,Didelphidae,Hyladelphys kalinowskii,60,10,0,0,0,10,20,0,0,0,Ref_3,D2,Ar,A,,1,0,0,Ref_3,D2,16.75,Ref_155,1
28,Didelphidae,Lestodelphys halli,0,100,0,0,0,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,76,Ref_117,1
29,Didelphidae,Lutreolina crassicaudata,20,40,20,20,0,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,537.3,Ref_117,1
30,Didelphidae,Marmosa murina,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,26,Ref_117,1
31,Didelphidae,Marmosa xerophila,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,46.2,Ref_117,1
32,Didelphidae,Marmosa tyleriana,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,32.4,Ref_117,1
33,Didelphidae,Marmosa rubra,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,63,Ref_117,1
34,Didelphidae,Marmosa quichua,40,10,10,0,10,0,30,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,38.23,"Ref_2, Ref_3",0
35,Didelphidae,Marmosa mexicana,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,49.45,Ref_117,1
36,Didelphidae,Marmosa lepida,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,14,Ref_117,1
37,Didelphidae,Marmosa andersoni,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,47.4,Ref_117,1
38,Didelphidae,Marmosa robinsoni,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,56.67,Ref_117,1
39,Didelphidae,Marmosops handleyi,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,30.7,Ref_117,1
40,Didelphidae,Marmosops juninensis,50,0,0,0,0,0,50,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,31.57,"Ref_2, Ref_3",0
41,Didelphidae,Marmosops pinheiroi,50,0,0,0,0,0,50,0,0,0,Ref_23,ABC,Ar,A,,1,0,0,Ref_2,D1,31.57,"Ref_2, Ref_3",0
42,Didelphidae,Marmosops paulensis,50,0,0,0,0,0,50,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,38.89,Ref_58,1
43,Didelphidae,Marmosops parvidens,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,15,Ref_117,1
44,Didelphidae,Marmosops noctivagus,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,21,Ref_117,1
45,Didelphidae,Marmosops neblina,50,0,0,0,0,0,50,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,31.57,"Ref_2, Ref_3",0
46,Didelphidae,Marmosops bishopi,50,0,0,0,0,0,50,0,0,0,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,19.5,Ref_132,1
47,Didelphidae,Marmosops impavidus,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,40.5,Ref_117,1
48,Didelphidae,Marmosops incanus,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,62.3,Ref_117,1
49,Didelphidae,Marmosops fuscatus,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,60,Ref_117,1
50,Didelphidae,Marmosops dorothea,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,37.5,Ref_117,1
51,Didelphidae,Marmosops cracens,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,25.5,Ref_117,1
52,Didelphidae,Marmosops invictus,50,0,0,0,0,0,50,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,29.2,Ref_117,1
53,Didelphidae,Metachirus nudicaudatus,30,20,20,0,10,0,20,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,375,Ref_117,1
54,Didelphidae,Micoureus demerarae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,75.75,Ref_117,1
55,Didelphidae,Micoureus regina,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,118.6,Ref_117,1
56,Didelphidae,Micoureus paraguayanus,30,0,0,0,30,0,20,20,0,0,Ref_21,ABC,S,A,,1,0,0,Ref_1,ABC,112.43,Ref_58,1
57,Didelphidae,Micoureus constantiae,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,90,Ref_117,1
58,Didelphidae,Micoureus alstoni,90,0,0,0,0,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,132.3,Ref_117,1
59,Didelphidae,Micoureus phaeus,90,0,0,0,0,0,10,0,0,0,Ref_2,D1,S,A,,1,0,0,Ref_1,ABC,103.76,"Ref_2, Ref_3",0
60,Didelphidae,Monodelphis emiliae,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,40,Ref_117,1
61,Didelphidae,Monodelphis osgoodi,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,112,Ref_117,1
62,Didelphidae,Monodelphis umbristriata,20,20,0,0,0,20,20,0,20,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,61.54,"Ref_2, Ref_3",0
63,Didelphidae,Monodelphis theresa,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,112,Ref_117,1
64,Didelphidae,Monodelphis sorex,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,48,Ref_117,1
65,Didelphidae,Monodelphis scalops,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,741,Ref_117,1
66,Didelphidae,Monodelphis rubida,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,45.5,Ref_117,1
67,Didelphidae,Monodelphis palliolata,20,20,0,0,0,20,20,0,20,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,61.54,"Ref_2, Ref_3",0
68,Didelphidae,Monodelphis unistriata,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,55.3,Ref_117,1
69,Didelphidae,Monodelphis kunsi,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,11.3,Ref_117,1
70,Didelphidae,Monodelphis glirina,20,20,0,0,0,20,20,0,20,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,61.54,"Ref_2, Ref_3",0
71,Didelphidae,Monodelphis domestica,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,71.4,Ref_117,1
72,Didelphidae,Monodelphis dimidiata,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,58,Ref_117,1
73,Didelphidae,Monodelphis brevicaudata,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,69.63,Ref_117,1
74,Didelphidae,Monodelphis americana,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,19.5,Ref_117,1
75,Didelphidae,Monodelphis adusta,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,35,Ref_117,1
76,Didelphidae,Monodelphis maraxina,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,61.57,Ref_178,2
77,Didelphidae,Monodelphis iheringi,20,20,0,0,0,20,20,0,20,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,112,Ref_117,1
78,Didelphidae,Philander andersoni,30,30,20,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,1,1,Ref_1,ABC,325,Ref_117,1
79,Didelphidae,Philander opossum,30,30,20,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,1,1,Ref_1,ABC,585.5,Ref_117,1
80,Didelphidae,Philander mcilhennyi,30,30,20,0,10,0,10,0,0,0,Ref_2,D1,S,A,,1,1,1,Ref_1,ABC,325,Ref_134,1
81,Didelphidae,Philander frenatus,30,30,20,0,10,0,10,0,0,0,Ref_2,D1,S,A,,1,1,1,Ref_2,D1,395.45,"Ref_2, Ref_3",0
82,Didelphidae,Thylamys pusillus,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,28.21,Ref_58,1
83,Didelphidae,Thylamys venustus,80,0,0,0,20,0,0,0,0,0,Ref_54,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0
84,Didelphidae,Thylamys tatei,80,0,0,0,20,0,0,0,0,0,Ref_54,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0
85,Didelphidae,Thylamys sponsorius,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0
86,Didelphidae,Thylamys velutinus,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,20.7,Ref_117,1
87,Didelphidae,Thylamys macrurus,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,34.43,Ref_58,1
88,Didelphidae,Thylamys karimii,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0
89,Didelphidae,Thylamys cinderella,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,24.41,"Ref_2, Ref_3",0
90,Didelphidae,Thylamys elegans,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,1,0,Ref_1,ABC,28.9,Ref_117,1
91,Didelphidae,Thylamys pallidior,80,0,0,0,10,0,10,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,14.9,Ref_117,1
92,Didelphidae,Tlacuatzin canescens,40,10,10,0,10,0,30,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,47.73,Ref_58,1
93,Caenolestidae,Caenolestes caniventer,70,0,0,0,10,0,10,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,40,Ref_117,1
94,Caenolestidae,Caenolestes condorensis,70,0,0,0,10,0,10,0,0,10,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,47.81,Ref_58,1
95,Caenolestidae,Caenolestes convelatus,70,0,0,0,10,0,10,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,40,Ref_117,1
96,Caenolestidae,Caenolestes fuliginosus,70,0,0,0,10,0,10,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,27.8,Ref_117,1
97,Caenolestidae,Lestoros inca,70,0,0,0,10,0,10,0,0,10,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,21.1,Ref_117,1
98,Caenolestidae,Rhyncholestes raphanurus,80,0,0,0,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,21,Ref_117,1
99,Microbiotheriidae,Dromiciops gliroides,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,22.3,Ref_117,1
100,Notoryctidae,Notoryctes caurinus,90,0,0,0,0,0,0,0,10,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,34,Ref_117,1
101,Notoryctidae,Notoryctes typhlops,90,0,0,0,0,0,0,0,10,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,55,Ref_117,1
103,Myrmecobiidae,Myrmecobius fasciatus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,471.5,Ref_117,1
104,Dasyuridae,Dasycercus cristicauda,30,70,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,100,Ref_117,1
105,Dasyuridae,Dasykaluta rosamondae,60,0,0,0,40,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,28.75,Ref_117,1
106,Dasyuridae,Dasyuroides byrnei,30,70,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,109.47,Ref_58,1
107,Dasyuridae,Dasyurus spartacus,80,20,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,885.67,Ref_58,1
108,Dasyuridae,Dasyurus albopunctatus,80,20,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,637,Ref_117,1
109,Dasyuridae,Dasyurus viverrinus,70,20,0,0,0,10,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1090,Ref_117,1
110,Dasyuridae,Dasyurus geoffroii,60,20,10,0,0,10,0,0,0,0,Ref_52,ABC,G,A,,1,0,0,Ref_1,ABC,1100,Ref_117,1
111,Dasyuridae,Dasyurus maculatus,30,60,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5500,Ref_117,1
112,Dasyuridae,Dasyurus hallucatus,40,30,20,0,0,0,10,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,525,Ref_117,1
113,Dasyuridae,Myoictis melas,50,50,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,200,Ref_117,1
114,Dasyuridae,Myoictis wallacii,50,50,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,200,"Ref_2, Ref_3",0
115,Dasyuridae,Neophascogale lorentzi,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,Ar,A,,0,1,1,Ref_1,ABC,212,Ref_117,1
116,Dasyuridae,Parantechinus apicalis,70,0,0,0,0,0,0,30,0,0,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,68.75,Ref_117,1
117,Dasyuridae,Phascolosorex doriae,70,0,0,0,0,0,30,0,0,0,Ref_2,D1,S,A,,1,1,0,Ref_1,ABC,168.31,Ref_117,1
118,Dasyuridae,Phascolosorex dorsalis,70,0,0,0,0,0,30,0,0,0,Ref_2,D1,S,A,,1,1,0,Ref_1,ABC,138.5,Ref_117,1
119,Dasyuridae,Pseudantechinus bilarni,70,0,0,0,0,0,0,30,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,23.05,Ref_58,1
120,Dasyuridae,Pseudantechinus woolleyae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,40,Ref_117,1
121,Dasyuridae,Pseudantechinus roryi,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25.06,"Ref_2, Ref_3",0
122,Dasyuridae,Pseudantechinus ningbing,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,20,Ref_117,1
123,Dasyuridae,Pseudantechinus macdonnellensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,32.5,Ref_117,1
124,Dasyuridae,Pseudantechinus mimulus,90,0,0,0,10,0,0,0,0,0,Ref_54,ABC,G,A,,1,0,0,Ref_1,ABC,16.5,Ref_130,1
125,Dasyuridae,Sarcophilus harrisii,0,0,0,0,0,100,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,10000,Ref_117,1
126,Dasyuridae,Antechinus leo,90,0,0,0,10,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,74,Ref_117,1
127,Dasyuridae,Antechinus subtropicus,90,0,0,0,10,0,0,0,0,0,Ref_54,ABC,G,A,,1,0,0,Ref_1,ABC,59.5,Ref_130,1
128,Dasyuridae,Antechinus stuartii,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,27.5,Ref_117,1
129,Dasyuridae,Antechinus minimus,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,53.5,Ref_117,1
130,Dasyuridae,Antechinus flavipes,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,45,Ref_117,1
131,Dasyuridae,Antechinus bellus,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,44.5,Ref_117,1
132,Dasyuridae,Antechinus agilis,80,0,0,0,10,0,10,0,0,0,Ref_70,ABC,G,A,,1,0,0,Ref_1,ABC,22.13,Ref_58,1
133,Dasyuridae,Antechinus adustus,80,0,0,0,10,10,0,0,0,0,Ref_70,ABC,G,A,,1,0,0,Ref_1,ABC,36,Ref_130,1
134,Dasyuridae,Antechinus swainsonii,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,53,Ref_117,1
135,Dasyuridae,Antechinus godmani,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,76.5,Ref_117,1
136,Dasyuridae,Micromurexia habbema,70,10,20,0,0,0,0,0,0,0,Ref_3,D2,G,A,,1,0,0,Ref_1,ABC,46.97,"Ref_2, Ref_3",0
137,Dasyuridae,Murexechinus melanurus,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,38.02,Ref_58,1
138,Dasyuridae,Murexia longicaudata,60,20,20,0,0,0,0,0,0,0,Ref_1,ABC,S,A,,0,1,1,Ref_1,ABC,335.83,Ref_117,1
139,Dasyuridae,Paramurexia rothschildi,60,20,20,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,53.77,Ref_58,1
140,Dasyuridae,Phascomurexia naso,90,10,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,52.62,Ref_58,1
141,Dasyuridae,Phascogale calura,30,40,30,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,51.5,Ref_117,1
142,Dasyuridae,Phascogale tapoatafa,30,40,30,0,0,0,0,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,193.5,Ref_117,1
143,Dasyuridae,Antechinomys laniger,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25.57,Ref_58,1
144,Dasyuridae,Ningaui yvonnae,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,7,Ref_117,1
145,Dasyuridae,Ningaui ridei,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8.5,Ref_117,1
146,Dasyuridae,Ningaui timealeyi,80,0,0,0,20,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5.7,Ref_117,1
147,Dasyuridae,Sminthopsis griseoventer,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,17.5,Ref_117,1
148,Dasyuridae,Sminthopsis virginiae,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,35.25,Ref_117,1
149,Dasyuridae,Sminthopsis psammophila,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,33.5,Ref_117,1
150,Dasyuridae,Sminthopsis ooldea,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,11,Ref_117,1
151,Dasyuridae,Sminthopsis murina,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,17,Ref_117,1
152,Dasyuridae,Sminthopsis macroura,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,20,Ref_117,1
153,Dasyuridae,Sminthopsis longicaudata,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,18,Ref_117,1
154,Dasyuridae,Sminthopsis leucopus,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,26,Ref_117,1
155,Dasyuridae,Sminthopsis douglasi,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,55,Ref_117,1
156,Dasyuridae,Sminthopsis hirtipes,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,15,Ref_117,1
157,Dasyuridae,Sminthopsis youngsoni,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,10.1,Ref_117,1
158,Dasyuridae,Sminthopsis fuliginosus,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,19.89,"Ref_2, Ref_3",0
159,Dasyuridae,Sminthopsis dolichura,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,13.6,Ref_117,1
160,Dasyuridae,Sminthopsis crassicaudata,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,15,Ref_117,1
161,Dasyuridae,Sminthopsis butleri,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25,Ref_117,1
162,Dasyuridae,Sminthopsis boullangerensis,80,10,10,0,0,0,0,0,0,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,19.89,"Ref_2, Ref_3",0
163,Dasyuridae,Sminthopsis bindi,80,10,10,0,0,0,0,0,0,0,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,17.5,Ref_130,1
164,Dasyuridae,Sminthopsis archeri,80,10,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,16,Ref_117,1
