MSW3_ID,MSWFamilyLatin,Scientific,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Source,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,ForStrat-Comment,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Source,Activity-Certainty,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel
2715,Muridae,Taeromys celebensis,30,0,0,0,0,0,40,0,0,30,Ref_1,ABC,S,A,,1,0,0,Ref_3,D2,323,Ref_117,1
2716,Muridae,Tarsomys echinatus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,96.2,Ref_178,2
2717,Muridae,Tarsomys apoensis,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,75,Ref_173,1
2718,Muridae,Tateomys macrocercus,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,42.7,Ref_117,1
2719,Muridae,Tateomys rhinogradoides,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,82.8,Ref_117,1
2720,Muridae,Thallomys loringi,0,0,0,0,0,0,20,10,10,60,Ref_1,ABC,S,A,,0,1,0,Ref_1,ABC,66.45,Ref_178,2
2721,Muridae,Thallomys shortridgei,0,0,0,0,0,0,20,10,10,60,Ref_1,ABC,S,A,,0,1,0,Ref_1,ABC,67.17,Ref_178,2
2722,Muridae,Thallomys nigricauda,0,0,0,0,0,0,20,10,10,60,Ref_1,ABC,S,A,,0,1,0,Ref_1,ABC,124.7,Ref_117,1
2723,Muridae,Thallomys paedulcus,0,0,0,0,0,0,20,10,10,60,Ref_1,ABC,S,A,,0,1,0,Ref_1,ABC,80.5,Ref_117,1
2724,Muridae,Thamnomys kempi,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,75,Ref_117,1
2725,Muridae,Thamnomys major,0,0,0,0,0,0,0,0,50,50,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,68.12,"Ref_2, Ref_3",0
2726,Muridae,Thamnomys venustus,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,61.88,Ref_117,1
2727,Muridae,Tokudaia muenninki,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,177.4,Ref_117,1
2728,Muridae,Tokudaia osimensis,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,129.6,Ref_117,1
2729,Muridae,Tryphomys adustus,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,G,A,,1,0,0,Ref_3,D2,136.47,Ref_178,2
2730,Muridae,Uromys siebersi,0,0,0,0,0,0,50,0,30,20,Ref_2,D1,S,A,,0,0,1,Ref_2,D1,521.53,"Ref_2, Ref_3",0
2731,Muridae,Uromys boeadii,0,0,0,0,0,0,50,0,30,20,Ref_2,D1,S,A,,0,0,1,Ref_2,D1,521.53,"Ref_2, Ref_3",0
2732,Muridae,Uromys anak,0,0,0,0,0,0,50,0,30,20,Ref_1,ABC,S,A,,0,0,1,Ref_2,D1,664.5,Ref_117,1
2733,Muridae,Uromys hadrourus,0,0,0,0,0,0,50,0,30,20,Ref_1,ABC,S,A,,0,0,1,Ref_2,D1,194,Ref_117,1
2734,Muridae,Uromys emmae,0,0,0,0,0,0,50,0,30,20,Ref_2,D1,S,A,,0,0,1,Ref_2,D1,521.53,"Ref_2, Ref_3",0
2735,Muridae,Uromys neobritannicus,0,0,0,0,0,0,50,0,30,20,Ref_1,ABC,S,A,,0,0,1,Ref_2,D1,612.49,Ref_58,1
2736,Muridae,Uromys caudimaculatus,0,0,0,0,0,0,50,0,30,20,Ref_1,ABC,S,A,,0,0,1,Ref_1,ABC,606.75,Ref_117,1
2737,Muridae,Uromys porculus,0,0,0,0,0,0,50,0,30,20,Ref_1,ABC,S,A,,0,0,1,Ref_2,D1,521.53,"Ref_2, Ref_3",0
2738,Muridae,Uromys rex,0,0,0,0,0,0,50,0,30,20,Ref_1,ABC,S,A,,0,0,1,Ref_2,D1,420,Ref_117,1
2739,Muridae,Uromys imperator,0,0,0,0,0,0,50,0,30,20,Ref_1,ABC,S,A,,0,0,1,Ref_2,D1,1000,Ref_117,1
2740,Muridae,Vandeleuria nilagirica,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,23.79,"Ref_2, Ref_3",0
2741,Muridae,Vandeleuria nolthenii,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,56.6,Ref_117,1
2742,Muridae,Vandeleuria oleracea,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,10,Ref_117,1
2743,Muridae,Vernaya fulva,10,0,0,0,0,0,10,0,20,60,Ref_3,D2,Ar,A,,1,0,0,Ref_3,D2,24.85,Ref_117,1
2744,Muridae,Xenuromys barbatus,30,0,0,0,0,0,40,0,30,0,Ref_1,ABC,G,A,,0,1,0,Ref_1,ABC,1000,Ref_117,1
2745,Muridae,Xeromys myoides,40,0,20,20,0,0,0,0,0,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,41,Ref_117,1
2746,Muridae,Zelotomys hildegardeae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,60,Ref_117,1
2747,Muridae,Zelotomys woosnami,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,54.1,Ref_117,1
2748,Muridae,Zyzomys argurus,10,0,0,0,0,0,0,0,0,90,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,36,Ref_117,1
2749,Muridae,Zyzomys maini,10,0,0,0,0,0,0,0,0,90,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,94,Ref_117,1
2750,Muridae,Zyzomys palatilis,10,0,0,0,0,0,0,0,0,90,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,123,Ref_117,1
2751,Muridae,Zyzomys pedunculatus,10,0,0,0,0,0,0,0,0,90,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,100,Ref_117,1
2752,Muridae,Zyzomys woodwardi,10,0,0,0,0,0,0,0,0,90,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,136,Ref_117,1
2753,Muridae,Leimacomys buttneri,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,55,Ref_117,1
2754,Muridae,Myotomys sloggetti,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,106.25,Ref_58,1
2755,Muridae,Myotomys unisulcatus,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,102.5,Ref_58,1
2756,Muridae,Otomys irroratus,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,118.02,Ref_117,1
2757,Muridae,Otomys typus,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,115.44,Ref_178,2
2758,Muridae,Otomys tropicalis,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,108.83,Ref_117,1
2759,Muridae,Otomys saundersiae,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,103,Ref_117,1
2760,Muridae,Otomys orestes,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,127.2,"Ref_2, Ref_3",0
2761,Muridae,Otomys occidentalis,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,115.77,Ref_178,2
2762,Muridae,Otomys maximus,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,192,Ref_117,1
2763,Muridae,Otomys laminatus,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,145,Ref_117,1
2764,Muridae,Otomys angoniensis,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,121.9,Ref_117,1
2765,Muridae,Otomys jacksoni,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,127.2,"Ref_2, Ref_3",0
2766,Muridae,Otomys uzungwensis,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,127.2,"Ref_2, Ref_3",0
2767,Muridae,Otomys dollmani,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,127.2,"Ref_2, Ref_3",0
2768,Muridae,Otomys denti,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,120,Ref_117,1
2769,Muridae,Otomys dartmouthi,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,127.2,"Ref_2, Ref_3",0
2770,Muridae,Otomys cuanzensis,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,127.2,"Ref_2, Ref_3",0
2771,Muridae,Otomys burtoni,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,127.2,"Ref_2, Ref_3",0
2772,Muridae,Otomys barbouri,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,127.2,"Ref_2, Ref_3",0
2773,Muridae,Otomys anchietae,0,0,0,0,0,0,10,0,10,80,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,115.9,Ref_178,2
2774,Muridae,Otomys lacustris,0,0,0,0,0,0,20,0,20,60,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,127.2,"Ref_2, Ref_3",0
2775,Muridae,Parotomys littledalei,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,127,Ref_117,1
2776,Muridae,Parotomys brantsii,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,129.5,Ref_117,1
2777,Platacanthomyidae,Platacanthomys lasiurus,0,0,0,0,0,0,40,0,30,30,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,75,Ref_117,1
2778,Platacanthomyidae,Typhlomys cinereus,0,0,0,0,0,0,40,0,30,30,Ref_3,D2,Ar,A,,1,0,0,Ref_3,D2,31.2,Ref_117,1
2779,Spalacidae,Eospalax fontanierii,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,256.76,Ref_58,1
2780,Spalacidae,Eospalax rothschildi,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,256.76,"Ref_2, Ref_3",0
2781,Spalacidae,Eospalax smithii,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,256.76,"Ref_2, Ref_3",0
2782,Spalacidae,Myospalax psilurus,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,259.21,Ref_58,1
2783,Spalacidae,Myospalax aspalax,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,237.75,Ref_178,2
2784,Spalacidae,Myospalax myospalax,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,225,Ref_117,1
2785,Spalacidae,Cannomys badius,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,650,Ref_117,1
2786,Spalacidae,Rhizomys sinensis,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,865,Ref_117,1
2787,Spalacidae,Rhizomys sumatrensis,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1625,Ref_117,1
2788,Spalacidae,Rhizomys pruinosus,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2450,Ref_117,1
2789,Spalacidae,Spalax graecus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,316.04,Ref_178,2
2790,Spalacidae,Spalax nehringi,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,295.05,"Ref_2, Ref_3",0
2791,Spalacidae,Spalax uralensis,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,295.05,"Ref_2, Ref_3",0
2792,Spalacidae,Spalax microphthalmus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,470,Ref_117,1
2793,Spalacidae,Spalax leucodon,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,188.67,Ref_58,1
2794,Spalacidae,Spalax judaei,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,295.05,"Ref_2, Ref_3",0
2795,Spalacidae,Spalax giganteus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,301.96,Ref_178,2
2796,Spalacidae,Spalax galili,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,295.05,"Ref_2, Ref_3",0
2797,Spalacidae,Spalax ehrenbergi,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,164.35,Ref_58,1
2798,Spalacidae,Spalax arenarius,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,520,Ref_117,1
2799,Spalacidae,Spalax carmeli,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,295.05,"Ref_2, Ref_3",0
2800,Spalacidae,Spalax zemni,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,316.28,Ref_178,2
2801,Spalacidae,Spalax golani,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,295.05,"Ref_2, Ref_3",0
2802,Spalacidae,Tachyoryctes ibeanus,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2803,Spalacidae,Tachyoryctes storeyi,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2804,Spalacidae,Tachyoryctes splendens,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,212.25,Ref_117,1
2805,Spalacidae,Tachyoryctes spalacinus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2806,Spalacidae,Tachyoryctes ruddi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2807,Spalacidae,Tachyoryctes ruandae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2808,Spalacidae,Tachyoryctes rex,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2809,Spalacidae,Tachyoryctes macrocephalus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,596.99,Ref_117,1
2810,Spalacidae,Tachyoryctes daemon,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2811,Spalacidae,Tachyoryctes audax,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,235,Ref_117,1
2812,Spalacidae,Tachyoryctes annectens,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2813,Spalacidae,Tachyoryctes ankoliae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2814,Spalacidae,Tachyoryctes naivashae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,309.95,"Ref_2, Ref_3",0
2815,Calomyscidae,Calomyscus grandis,20,0,0,0,0,0,0,0,60,20,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,18.62,"Ref_2, Ref_3",0
2816,Calomyscidae,Calomyscus tsolovi,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,21.43,Ref_178,2
2817,Calomyscidae,Calomyscus urartensis,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,21.22,Ref_178,2
2818,Calomyscidae,Calomyscus hotsoni,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,21.42,Ref_178,2
2819,Calomyscidae,Calomyscus baluchi,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,21.39,Ref_178,2
2820,Calomyscidae,Calomyscus bailwardi,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,20.4,Ref_117,1
2821,Calomyscidae,Calomyscus mystax,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,17,Ref_117,1
2822,Calomyscidae,Calomyscus elburzensis,20,0,0,0,0,0,0,0,60,20,Ref_2,D1,G,A,,1,0,0,Ref_2,D1,18.62,"Ref_2, Ref_3",0
2823,Anomaluridae,Anomalurus beecrofti,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,389,Ref_117,1
2824,Anomaluridae,Anomalurus derbianus,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,649.99,Ref_117,1
2825,Anomaluridae,Anomalurus pelii,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1769.99,Ref_117,1
2826,Anomaluridae,Anomalurus pusillus,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,250,Ref_117,1
2827,Anomaluridae,Idiurus macrotis,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,30,Ref_117,1
2828,Anomaluridae,Idiurus zenkeri,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,100,Ref_117,1
2829,Anomaluridae,Zenkerella insignis,0,0,0,0,100,0,0,0,0,0,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,200,Ref_117,1
2830,Pedetidae,Pedetes capensis,0,0,0,0,0,0,0,0,10,90,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3155,Ref_117,1
2831,Pedetidae,Pedetes surdaster,0,0,0,0,0,0,0,0,10,90,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,3155,"Ref_2, Ref_3",0
2832,Ctenodactylidae,Ctenodactylus vali,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,175,Ref_117,1
2833,Ctenodactylidae,Ctenodactylus gundi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,289,Ref_117,1
2834,Ctenodactylidae,Felovia vae,0,0,0,0,0,0,0,0,0,100,Ref_3,D2,G,A,,0,0,1,Ref_1,ABC,205,Ref_117,1
2835,Ctenodactylidae,Massoutiera mzabi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,194,Ref_117,1
2836,Ctenodactylidae,Pectinator spekei,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,160,Ref_117,1
2837,Bathyergidae,Bathyergus janetta,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,332,Ref_117,1
2838,Bathyergidae,Bathyergus suillus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_3,D2,625,Ref_117,1
2839,Bathyergidae,Cryptomys hottentotus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,101.95,Ref_117,1
2840,Bathyergidae,Cryptomys zechi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,223.06,Ref_117,1
2841,Bathyergidae,Cryptomys ochraceocinereus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,200,Ref_117,1
2842,Bathyergidae,Cryptomys mechowi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,272,Ref_117,1
2843,Bathyergidae,Cryptomys kafuensis,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,125.41,"Ref_2, Ref_3",0
2844,Bathyergidae,Cryptomys darlingi,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_1,ABC,65.58,Ref_58,1
2845,Bathyergidae,Cryptomys damarensis,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,153.25,Ref_117,1
2846,Bathyergidae,Cryptomys bocagei,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,94,Ref_117,1
2847,Bathyergidae,Cryptomys foxi,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,183.14,Ref_178,2
2848,Bathyergidae,Cryptomys amatus,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,76.74,Ref_58,1
2849,Bathyergidae,Cryptomys anselli,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,1,1,Ref_2,D1,85.59,Ref_58,1
2850,Bathyergidae,Georychus capensis,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,232.67,Ref_117,1
2851,Bathyergidae,Heliophobius argenteocinereus,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,181,Ref_117,1
2852,Bathyergidae,Heterocephalus glaber,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,55,Ref_117,1
2853,Hystricidae,Atherurus macrourus,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2000,Ref_117,1
2854,Hystricidae,Atherurus africanus,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1934,Ref_117,1
2855,Hystricidae,Hystrix africaeaustralis,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,14936.02,Ref_117,1
2856,Hystricidae,Hystrix cristata,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,16250,Ref_117,1
2857,Hystricidae,Hystrix indica,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,12435.83,Ref_117,1
2858,Hystricidae,Hystrix brachyura,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8450,Ref_117,1
2859,Hystricidae,Hystrix javanica,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,23014.42,Ref_117,1
2860,Hystricidae,Hystrix pumila,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2740,Ref_117,1
2861,Hystricidae,Hystrix crassispinis,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5445.03,Ref_117,1
2862,Hystricidae,Hystrix sumatrae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3260,Ref_117,1
2863,Hystricidae,Trichys fasciculata,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,S,A,,1,0,0,Ref_1,ABC,1655,Ref_117,1
2864,Petromuridae,Petromus typicus,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,,0,1,1,Ref_1,ABC,224,Ref_117,1
2865,Ctenomyidae,Ctenomys juris,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
2866,Ctenomyidae,Ctenomys fodax,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
2867,Ctenomyidae,Ctenomys frater,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,172.9,Ref_117,1
2868,Ctenomyidae,Ctenomys fulvus,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,262,Ref_117,1
2869,Ctenomyidae,Ctenomys leucodon,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,243.6,Ref_117,1
2870,Ctenomyidae,Ctenomys goodfellowi,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
2871,Ctenomyidae,Ctenomys johannis,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,259.74,"Ref_2, Ref_3",0
2872,Ctenomyidae,Ctenomys boliviensis,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,535,Ref_117,1
2873,Ctenomyidae,Ctenomys knighti,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,316,Ref_117,1
2874,Ctenomyidae,Ctenomys lami,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
2875,Ctenomyidae,Ctenomys latro,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,192,Ref_117,1
2876,Ctenomyidae,Ctenomys fochi,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_2,D1,259.74,"Ref_2, Ref_3",0
2877,Ctenomyidae,Ctenomys haigi,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,0,1,1,Ref_1,ABC,164,Ref_117,1
