"","id_no","binomial","presence","origin","shape_Area","class","order","family","genus","species","subspecies","common_name","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","egg_mass_g","incubation_d","fledging_age_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","egg_width_mm","egg_length_mm","fledging_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","syn_name1","syn_name_sub1","syn_name2","syn_name_sub2","syn_name3","syn_name_sub3","syn_name4","syn_name_sub4","syn_name5","syn_name_sub5","syn_name6","syn_name_sub6"
"2740",13645,"Molossus aztecus",1,1,0.119542855,"Mammalia","Chiroptera","Molossidae","Molossus","aztecus",-999,"Aztec Mastiff Bat",103.46,0.99,2,14,-999,107.97,60.45,3.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.241,-999,-999,3.754,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741",136329,"Molossus barnesi",1,1,2.00422203,"Mammalia","Chiroptera","Molossidae","Molossus","barnesi",-999,"Barnes's Mastiff Bat",103.46,0.99,2,13.85,-999,107.97,60.45,3.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.241,-999,-999,3.754,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742",13647,"Molossus coibensis",1,1,11.00558468,"Mammalia","Chiroptera","Molossidae","Molossus","coibensis",-999,"Coiban Mastiff Bat",103.46,0.995,2,14,-999,107.97,60.45,3.49,-999,-999,-999,-999,-999,-999,-999,17,18.8,-999,-999,-999,-999,6.5,-999,-999,3.754,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743",13646,"Molossus currentium",1,1,121.1578554,"Mammalia","Chiroptera","Molossidae","Molossus","currentium",-999,"Thomas's Mastiff Bat",103.46,0.99,2,14,-999,107.97,60.45,3.49,-999,-999,-999,-999,-999,-999,-999,17,18.8,-999,-999,-999,-999,6.5,-999,-999,3.754,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744",13648,"Molossus molossus",1,1,0.01309316,"Mammalia","Chiroptera","Molossidae","Molossus","molossus",-999,"Pallas's Mastiff Bat",103.46,0.99,2,13.85,-999,107.97,60.45,3.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.241,-999,-999,3.754,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745",13649,"Molossus pretiosus",1,1,5.31209718,"Mammalia","Chiroptera","Molossidae","Molossus","pretiosus",-999,"Miller's Mastiff Bat",-999,0.98,-999,98,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,20.9,27,-999,-999,-999,-999,7.8,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746",13644,"Molossus rufus",1,1,1237.129551,"Mammalia","Chiroptera","Molossidae","Molossus","rufus",-999,"Black Mastiff Bat",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.35,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747",13650,"Molossus sinaloae",1,1,0.40082376,"Mammalia","Chiroptera","Molossidae","Molossus","sinaloae",-999,"Sinaloan Mastiff Bat",365.25,1.015,1,21.09,6,-999,47.25,3.79,-999,-999,-999,-999,6,-999,-999,23.1,26,23.8,-999,-999,-999,8.5,12.8,12.3,3.411,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748",51343071,"Monodelphis adusta",1,1,88.97385329,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","adusta",-999,"Sepia Short-tailed Opossum",-999,-999,-999,35,4.1,-999,-999,-999,-999,-999,-999,-999,4.1,-999,-999,-999,-999,-999,-999,-999,-999,11.4,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749",13692,"Monodelphis americana",1,1,105.2206464,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","americana",-999,"Northern Three-striped Opossum",-999,-999,-999,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.5,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750",40513,"Monodelphis brevicaudata",1,1,148.7645232,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","brevicaudata",-999,"Northern Red-sided Opossum",183.595,7.12,1.5,90,3.908333333,-999,-999,-999,-999,-999,-999,-999,3.9,180,-999,-999,84.3,91.5,-999,-999,-999,15.906,15.6,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751",13693,"Monodelphis dimidiata",1,1,120.4779683,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","dimidiata",-999,"Yellow-sided Opossum",304.4,14,1,44.56,1,-999,55.68,0.08,-999,-999,-999,-999,1,-999,0.916030116,37.5,82,-999,-999,-999,-999,9.96,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752",40514,"Monodelphis domestica",1,1,350.6528309,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","domestica",-999,"Gray Short-tailed Opossum",137.1,9,4,100,6,14.775,51.245,0.095,20.65,-999,-999,-999,5.55,122,0.144421629,90,100,104,-999,-999,-999,16.955,13.7,-999,0.899,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753",13694,"Monodelphis emiliae",1,1,93.08230491,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","emiliae",-999,"Emilia's Short-tailed Opossum",-999,-999,-999,52.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14.614,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754",136307,"Monodelphis glirina",1,1,95.63809047,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","glirina",-999,"Amazonian Red-sided Opossum",183.595,7.12,1.5,90,3.908333333,-999,-999,-999,-999,-999,-999,-999,3.9,180,-999,-999,84.3,91.5,-999,-999,-999,15.906,15.6,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755",199833,"Monodelphis handleyi",1,1,0.006666173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756",13695,"Monodelphis iheringi",1,1,59.23685586,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","iheringi",-999,"Ihering's Three-striped Opossum",-999,-999,-999,112,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.099,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757",13696,"Monodelphis kunsi",1,1,67.32654345,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","kunsi",-999,"Pygmy Short-tailed Opossum",-999,-999,-999,11.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.1,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758",13697,"Monodelphis maraxina",1,1,2.615604437,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","maraxina",-999,"Marajo Short-tailed Opossum",137.1,9,4,99,6,14.775,51.245,0.095,20.65,-999,-999,-999,5.55,122,0.144421629,90,100,104,-999,-999,-999,14.81,13.7,-999,0.899,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759",13698,"Monodelphis osgoodi",1,1,8.248367896,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","osgoodi",-999,"Osgood's Short-tailed Opossum",-999,-999,-999,63,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.5,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",136516,"Monodelphis palliolata",1,1,9.039815883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761",136392,"Monodelphis reigi",1,1,0.004661222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762",136404,"Monodelphis ronaldi",1,1,0.047698895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763",13699,"Monodelphis rubida",1,1,35.49879463,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","rubida",-999,"Chestnut-striped Opossum",-999,-999,-999,45.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.4,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764",13700,"Monodelphis scalops",1,1,45.31557349,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","scalops",-999,"Long-nosed Short-tailed Opossum",-999,-999,-999,35,4.1,-999,-999,-999,-999,-999,-999,-999,4.1,-999,-999,-999,-999,-999,-999,-999,-999,12.088,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765",13702,"Monodelphis theresa",1,1,12.36297579,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","theresa",-999,"Southern Three-striped Opossum",-999,-999,-999,112,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.642,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2766",136241,"Monodelphis umbristriatus",1,1,0.114793238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767",13719,"Monophyllus plethodon",1,1,0.02921211,"Mammalia","Chiroptera","Phyllostomidae","Monophyllus","plethodon",-999,"Insular Single-leaf Bat",-999,0.995,-999,15.33,-999,-999,-999,0.87,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.565,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768",13720,"Monophyllus redmani",1,1,0.043551825,"Mammalia","Chiroptera","Phyllostomidae","Monophyllus","redmani",-999,"Leach's Single-leaf Bat",-999,0.99,-999,8.745,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",136539,"Monticolomys koopmani",1,1,0.993867725,"Mammalia","Rodentia","Nesomyidae","Monticolomys","koopmani",-999,"Koopman's Montane Voalavo",-999,-999,-999,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770",13837,"Mops brachypterus",1,1,8.440790898,"Mammalia","Chiroptera","Molossidae","Mops","brachypterus",-999,"Short-winged Free-tailed Bat",-999,0.99,-999,16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771",13838,"Mops condylurus",1,1,1.23890624,"Mammalia","Chiroptera","Molossidae","Mops","condylurus",-999,"Angolan Free-tailed Bat",285.63,1,2,26.59,-999,88.64,49.99,8.03,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772",13839,"Mops congicus",1,1,43.00311341,"Mammalia","Chiroptera","Molossidae","Mops","congicus",-999,"Congo Free-tailed Bat",-999,0.99,1.5,42.84,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773",13840,"Mops demonstrator",1,1,154.835102,"Mammalia","Chiroptera","Molossidae","Mops","demonstrator",-999,"Mongallan Free-tailed Bat",-999,1,-999,9.74,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774",40024,"Mops leucostigma",1,1,4.93e-05,"Mammalia","Chiroptera","Molossidae","Mops","leucostigma",-999,"Malagasy White-bellied Free-tailed Bat",285.63,1,2,26.69,-999,88.64,49.99,8.03,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775",13841,"Mops midas",1,1,0.589966179,"Mammalia","Chiroptera","Molossidae","Mops","midas",-999,"Midas' Free-tailed Bat",365.25,1,2,35,13,45.5,-999,9.5,-999,-999,-999,-999,13,-999,-999,-999,-999,-999,-999,-999,-999,8.7,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",13842,"Mops mops",1,1,11.05094348,"Mammalia","Chiroptera","Molossidae","Mops","mops",-999,"Malayan Free-tailed Bat",-999,-999,-999,31.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777",13843,"Mops nanulus",1,1,23.45591194,"Mammalia","Chiroptera","Molossidae","Mops","nanulus",-999,"Dwarf Free-tailed Bat",-999,1,1.5,3.88,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778",13844,"Mops niangarae",1,1,1.88424067,"Mammalia","Chiroptera","Molossidae","Mops","niangarae",-999,"Niangaran Free-tailed Bat",-999,0.98,-999,21.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779",13845,"Mops niveiventer",1,1,154.2919403,"Mammalia","Chiroptera","Molossidae","Mops","niveiventer",-999,"White-bellied Free-tailed Bat",-999,1,-999,15.78,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780",13846,"Mops petersoni",1,1,0.025408238,"Mammalia","Chiroptera","Molossidae","Mops","petersoni",-999,"Peterson's Free-tailed Bat",-999,-999,-999,5.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781",13847,"Mops sarasinorum",1,1,0.29780267,"Mammalia","Chiroptera","Molossidae","Mops","sarasinorum",-999,"Sulawesian Free-tailed Bat",-999,-999,-999,11.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782",13848,"Mops spurrelli",1,1,28.4886311,"Mammalia","Chiroptera","Molossidae","Mops","spurrelli",-999,"Spurrell's Free-tailed Bat",-999,-999,-999,8.08,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783",13849,"Mops thersites",1,1,154.4654464,"Mammalia","Chiroptera","Molossidae","Mops","thersites",-999,"Railer Free-tailed Bat",-999,1,2,21.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784",13850,"Mops trevori",1,1,9.239820778,"Mammalia","Chiroptera","Molossidae","Mops","trevori",-999,"Trevor's Free-tailed Bat",-999,0.98,-999,21.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785",13877,"Mormoops blainvillei",1,1,6.356186735,"Mammalia","Chiroptera","Mormoopidae","Mormoops","blainvillei",-999,"Antillean Ghost-faced Bat",-999,1,1,10.345,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2786",13878,"Mormoops megalophylla",1,1,210.0776445,"Mammalia","Chiroptera","Mormoopidae","Mormoops","megalophylla",-999,"Peters's Ghost-faced Bat",-999,1,1,16.045,-999,-999,-999,0.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.137,-999,-999,2.878,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787",13879,"Mormopterus acetabulosus",1,1,0.220917505,"Mammalia","Chiroptera","Molossidae","Mormopterus","acetabulosus",-999,"Mauritian Little Mastiff Bat",-999,-999,-999,9.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.5,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788",13880,"Mormopterus beccarii",1,1,334.7464648,"Mammalia","Chiroptera","Molossidae","Mormopterus","beccarii",-999,"Beccari's Mastiff Bat",-999,-999,-999,14.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",13881,"Mormopterus doriae",1,1,0.10955444,"Mammalia","Chiroptera","Molossidae","Mormopterus","doriae",-999,"Sumatran Mastiff Bat",-999,-999,-999,8.41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790",13882,"Mormopterus jugularis",1,1,20.5061512,"Mammalia","Chiroptera","Molossidae","Mormopterus","jugularis",-999,"Peters's Wrinkle-lipped Bat",-999,-999,-999,11.56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.5,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2791",13883,"Mormopterus kalinowskii",1,1,32.97877604,"Mammalia","Chiroptera","Molossidae","Mormopterus","kalinowskii",-999,"Kalinowski's Mastiff Bat",-999,-999,-999,7.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
