id_no,binomial,presence,origin,shape_Area
42188,Dama dama,1,1,0.001910465
6232,Dama mesopotamica,1,2,0.001284675
6235,Damaliscus lunatus,1,1,0.010169235
30208,Damaliscus pygargus,1,1,35.12466539
6267,Dasycercus blythi,1,1,131.1651987
6266,Dasycercus cristicauda,1,1,10.3452036
40527,Dasykaluta rosamondae,1,1,0.000144239
6268,Dasymys foxi,1,1,1.16246161
6269,Dasymys incomtus,1,1,1.0022847
6270,Dasymys montanus,1,1,0.152684105
6271,Dasymys nudipes,1,1,16.92856796
6272,Dasymys rufulus,1,1,135.8965316
6278,Dasyprocta azarae,1,1,146.4102474
6279,Dasyprocta coibae,1,1,0.040998488
6280,Dasyprocta cristata,1,1,51.35712976
6281,Dasyprocta fuliginosa,1,1,208.8152264
6282,Dasyprocta guamara,1,1,1.889045841
6283,Dasyprocta kalinowskii,1,1,5.057615166
6284,Dasyprocta leporina,1,1,4.30E-05
6285,Dasyprocta mexicana,1,1,5.982876583
6286,Dasyprocta prymnolopha,1,1,159.047113
6277,Dasyprocta punctata,1,1,102.9463147
6287,Dasyprocta ruatanica,1,1,0.013246413
6288,Dasypus hybridus,1,1,134.9688255
6289,Dasypus kappleri,1,1,492.9178713
6290,Dasypus novemcinctus,1,1,0.400805844
6291,Dasypus pilosus,1,1,4.3778902
6292,Dasypus sabanicola,1,1,36.12160172
6293,Dasypus septemcinctus,1,1,490.7262267
61924,Dasypus yepesi,1,1,1.981862441
6265,Dasyuroides byrnei,1,1,6.406214334
6299,Dasyurus albopunctatus,1,1,47.1571986
6294,Dasyurus geoffroii,1,1,18.18087584
6295,Dasyurus hallucatus,1,1,11.88151456
6300,Dasyurus maculatus,1,1,0.261970035
6301,Dasyurus spartacus,1,1,2.181141489
6296,Dasyurus viverrinus,1,1,6.904530487
6302,Daubentonia madagascariensis,1,1,0.000441337
6313,Delanymys brooksi,1,1,0.175830775
136338,Delomys collinus,1,1,7.721695732
6329,Delomys dorsalis,1,1,26.26472036
6330,Delomys sublineatus,1,1,13.24991707
738,Deltamys kempi,1,1,12.55797492
6405,Dendrogale melanura,1,1,5.615974693
41490,Dendrogale murina,1,1,1.567637015
6409,Dendrohyrax arboreus,1,1,202.4800146
6410,Dendrohyrax dorsalis,1,1,0.157893636
136599,Dendrohyrax validus,1,1,0.001410333
6426,Dendrolagus bennettianus,1,1,0.300827317
6427,Dendrolagus dorianus,1,1,3.274976561
6429,Dendrolagus goodfellowi,1,1,0.019323034
6431,Dendrolagus inustus,1,1,0.255286761
6432,Dendrolagus lumholtzi,1,1,0.628163872
6433,Dendrolagus matschiei,1,1,1.03866095
6437,Dendrolagus mbaiso,1,1,0.371695674
136732,Dendrolagus notatus,1,1,6.940041731
136696,Dendrolagus pulcherrimus,1,1,0.006761942
6435,Dendrolagus scottae,1,1,0.028654688
6436,Dendrolagus spadix,1,1,4.082563492
136812,Dendrolagus stellarum,1,1,3.823514874
6434,Dendrolagus ursinus,1,1,0.134862384
6440,Dendromus insignis,1,1,0.231342075
6439,Dendromus kahuziensis,1,1,0.00999535
6441,Dendromus kivu,1,1,0.190444485
6442,Dendromus lovati,1,1,0.32454801
6443,Dendromus melanotis,1,1,267.1655168
6444,Dendromus mesomelas,1,1,1.839306735
6445,Dendromus messorius,1,1,1.52810111
6446,Dendromus mystacalis,1,1,183.6204877
6447,Dendromus nyikae,1,1,11.03578501
6448,Dendromus oreas,1,1,0.011971865
6449,Dendromus vernayi,1,1,0.02635367
6483,Dendroprionomys rousseloti,1,1,0.022950545
6490,Deomys ferrugineus,1,1,0.15781041
6491,Dephomys defua,1,1,34.85316468
2122,Dermanura anderseni,1,1,334.6879664
2123,Dermanura azteca,1,1,5.81E-05
2124,Dermanura cinerea,1,1,282.2844946
83683065,Dermanura glauca,1,1,0.000126126
2129,Dermanura gnoma,1,1,823.0497765
83683287,Dermanura phaeotis,1,1,308.0950483
136505,Dermanura rosenbergi,1,1,3.02E-05
2140,Dermanura tolteca,1,1,0.456580205
2141,Dermanura watsoni,1,1,46.20807691
6506,Desmana moschata,1,1,2.796357626
6508,Desmodilliscus braueri,1,1,285.5817196
6509,Desmodillus auricularis,1,1,175.8785069
6510,Desmodus rotundus,1,1,1339.868462
6511,Desmomys harringtoni,1,1,21.84772062
45052,Desmomys yaldeni,1,1,0.79301031
6520,Diaemus youngi,1,1,1074.005957
6553,Dicerorhinus sumatrensis,1,1,0.107993815
6557,Diceros bicornis,1,2,9.850766565
6561,Diclidurus albus,1,1,1032.000374
6562,Diclidurus ingens,1,1,3.185576825
6563,Diclidurus isabellus,1,1,86.45741123
6564,Diclidurus scutatus,1,1,235.5182419
42618,Dicrostonyx groenlandicus,1,1,8.07728492
42619,Dicrostonyx hudsonius,1,1,0.011941785
42620,Dicrostonyx nelsoni,1,1,0.88448242
6567,Dicrostonyx nunatakensis,1,1,10.33420391
42622,Dicrostonyx richardsoni,1,1,67.90405822
6568,Dicrostonyx torquatus,1,1,8.594407204
39974,Dicrostonyx unalascensis,1,1,0.371295835
6569,Dicrostonyx vinogradovi,1,1,1.940422131
40489,Didelphis albiventris,1,1,598.2220321
40500,Didelphis aurita,1,1,126.6667708
136592,Didelphis imperfecta,1,1,43.22082104
40501,Didelphis marsupialis,1,1,0.025811463
136395,Didelphis pernigra,1,1,85.22182359
40502,Didelphis virginiana,1,1,2.30E-05
6607,Dinaromys bogdanovi,1,1,8.786770604
6608,Dinomys branickii,1,1,150.3558281
6622,Diomys crumpi,1,1,0.00384104
6628,Diphylla ecaudata,1,1,678.0897202
6635,Diplogale hosei,1,1,0.028731703
41448,Diplomesodon pulchellum,1,1,203.8339407
6662,Diplomys caniceps,1,1,0.035319529
6663,Diplomys labilis,1,1,9.06711294
6671,Diplothrix legata,1,1,0.05923862
6684,Dipodomys agilis,1,1,3.798096521
42599,Dipodomys californicus,1,1,9.146895955
6685,Dipodomys compactus,1,1,0.01719158
6686,Dipodomys deserti,1,1,30.2963441
6675,Dipodomys elator,1,1,0.03228336
6676,Dipodomys gravipes,1,1,0.208947411
42600,Dipodomys heermanni,1,1,7.065206958
6678,Dipodomys ingens,1,1,0.53915666
6687,Dipodomys insularis,1,1,0.006217242
6688,Dipodomys margaritae,1,1,0.00678419
6689,Dipodomys merriami,1,1,0.015138006
42603,Dipodomys microps,1,1,41.0679915
6690,Dipodomys nelsoni,1,1,17.44270069
6683,Dipodomys nitratoides,1,1,0.002887405
6691,Dipodomys ordii,1,1,350.336665
42604,Dipodomys panamintinus,1,1,0.081419125
6692,Dipodomys phillipsii,1,1,15.39218061
136630,Dipodomys simulans,1,1,0.000230535
6693,Dipodomys spectabilis,1,1,3.702200114
6682,Dipodomys stephensi,1,1,0.25152103
42605,Dipodomys venustus,1,1,1.648609235
6705,Dipus sagitta,1,1,67.23469417
6765,Distoechurus pennatus,1,1,43.76113389
136374,Dobsonia anderseni,1,1,0.01632224
6772,Dobsonia beauforti,1,1,0.00075579
6773,Dobsonia chapmani,1,1,0.000428755
136571,Dobsonia crenulata,1,1,0.00962731
6774,Dobsonia emersa,1,1,0.20508788
6775,Dobsonia exoleta,1,1,13.77260719
6778,Dobsonia inermis,1,1,0.01670717
6770,Dobsonia minor,1,1,48.99250963
6779,Dobsonia moluccensis,1,1,0.13265733
6776,Dobsonia pannietensis,1,1,0.02437497
6771,Dobsonia peronii,1,1,0.051405575
6777,Dobsonia praedatrix,1,1,0.000219845
6780,Dobsonia viridis,1,1,0.046266035
6785,Dolichotis patagonum,1,1,107.4941938
6786,Dolichotis salinicola,1,1,51.63238121
41598,Dologale dybowskii,1,1,39.46942578
6793,Dorcatragus megalotis,1,1,0.486918435
6794,Dorcopsis atrata,1,1,0.006851876
6795,Dorcopsis hageni,1,1,12.45345137
6799,Dorcopsis luctuosa,1,1,0.961163368
6800,Dorcopsis muelleri,1,1,9.74278412
6801,Dorcopsulus macleayi,1,1,2.126874819
6802,Dorcopsulus vanheurni,1,1,1.318982513
6820,Dremomys everetti,1,1,5.35324028
136313,Dremomys gularis,1,1,3.764225416
6821,Dremomys lokriah,1,1,2.696120275
6822,Dremomys pernyi,1,1,1.110338905
6823,Dremomys pyrrhomerus,1,1,0.350732209
6824,Dremomys rufigenis,1,1,0.24404402
6834,Dromiciops gliroides,1,1,13.66153136
6859,Dryomys laniger,1,1,0.052437236
40767,Dryomys niethammeri,1,1,0.002716206
6858,Dryomys nitedula,1,1,505.2914196
136356,Dyacopterus brooksi,1,1,34.93527953
6931,Dyacopterus spadiceus,1,1,3.922801975
41488,Dymecodon pilirostris,1,1,0.168522305
6979,Echimys chrysurus,1,1,128.8623734
6987,Echimys saturnus,1,1,10.65152045
136652,Echimys vieirai,1,1,5.546517546
7010,Echinoprocta rufescens,1,1,16.30437525
40592,Echinops telfairi,1,1,9.769369174
40603,Echinosorex gymnura,1,1,0.129727585
136230,Echiothrix centrosa,1,1,2.356809285
7014,Echiothrix leucura,1,1,0.29518603
7015,Echymipera clara,1,1,0.183585524
7017,Echymipera davidi,1,1,0.022857867
7016,Echymipera echinista,1,1,0.051740684
7018,Echymipera kalubu,1,1,0.000441391
7019,Echymipera rufescens,1,1,4.537191131
7030,Ectophylla alba,1,1,10.38027002
7083,Eidolon dupreanum,1,1,39.66219977
7084,Eidolon helvum,1,1,0.02540147
41644,Eira barbara,1,1,1116.282472
7112,Elaphodus cephalophus,1,1,177.9273538
7121,Elaphurus davidianus,1,2,0.009526775
42658,Elephantulus brachyrhynchus,1,1,324.7740866
7136,Elephantulus edwardii,1,1,18.58950505
42659,Elephantulus fuscipes,1,1,12.28289756
42660,Elephantulus fuscus,1,1,13.14091555
42661,Elephantulus intufi,1,1,106.1040216
42662,Elephantulus myurus,1,1,85.70892181
165924,Elephantulus pilicaudus,1,1,2.698946895
7137,Elephantulus revoilii,1,1,10.28242246
42663,Elephantulus rozeti,1,1,70.57975499
42664,Elephantulus rufescens,1,1,121.6843061
7138,Elephantulus rupestris,1,1,51.53689266
7140,Elephas maximus,1,1,0.020437415
7577,Eligmodontia moreni,1,1,4.364779799
7578,Eligmodontia morgani,1,1,42.99375241
7579,Eligmodontia puerulus,1,1,38.78300611
7580,Eligmodontia typus,1,1,99.87635552
7619,Eliomys melanurus,1,1,1.596757951
136469,Eliomys munbyanus,1,1,77.82217826
7618,Eliomys quercinus,1,1,54.91743493
136544,Eliurus antsingy,1,1,0.021080425
136251,Eliurus danieli,1,1,0.076004495
136325,Eliurus ellermani,1,1,0.00081839
29460,Eliurus grandidieri,1,1,4.971531786
7622,Eliurus majori,1,1,0.004215355
7621,Eliurus minor,1,1,0.042079155
7623,Eliurus myoxinus,1,1,22.51601942
7624,Eliurus penicillatus,1,1,0.150767395
136316,Eliurus petteri,1,1,0.58411612
7625,Eliurus tanala,1,1,9.22468318
7626,Eliurus webbi,1,1,0.225182895
7653,Ellobius alaicus,1,1,0.273241479
7654,Ellobius fuscocapillus,1,1,0.014275565
7655,Ellobius lutescens,1,1,31.10229796
7656,Ellobius talpinus,1,1,365.0484523
7657,Ellobius tancrei,1,1,340.2313309
7670,Emballonura alecto,1,1,59.56852509
7671,Emballonura atrata,1,1,0.00043876
7672,Emballonura beccarii,1,1,0.033435375
7673,Emballonura dianae,1,1,2.883316975
7667,Emballonura furax,1,1,0.000851915
7674,Emballonura monticola,1,1,15.89763736
7668,Emballonura raffrayana,1,1,0.01632224
7669,Emballonura semicaudata,1,1,0.001775705
41528,Emballonura serii,1,1,0.57155787
136835,Emballonura tiavato,1,1,12.73850168
2130,Enchisthenes hartii,1,1,207.5007739
7750,Enhydra lutris,1,1,69.05382411
7781,Eoglaucomys fimbriatus,1,1,17.22412641
7782,Eolagurus luteus,1,1,0.37985631
7783,Eolagurus przewalskii,1,1,99.60355924
7786,Eonycteris major,1,1,59.5796239
136768,Eonycteris robusta,1,1,4.559524626
7787,Eonycteris spelaea,1,1,0.027114865
14118,Eospalax fontanierii,1,1,120.0041302
14121,Eospalax rothschildi,1,1,22.38455142
14122,Eospalax smithii,1,1,13.2436055
136507,Eothenomys cachinus,1,1,2.248131738
7797,Eothenomys chinensis,1,1,0.839414147
7798,Eothenomys custos,1,1,10.57913058
7801,Eothenomys melanogaster,1,1,158.052512
136275,Eothenomys miletus,1,1,36.40430455
7802,Eothenomys olitor,1,1,16.08408846
7803,Eothenomys proditor,1,1,0.069253433
136196,Eothenomys wardi,1,1,0.76229075
7806,Eozapus setchuanus,1,1,52.63415844
41428,Episoriculus caudatus,1,1,0.055780705
41429,Episoriculus fumidus,1,1,1.134638233
41432,Episoriculus leucops,1,1,0.14522318
41433,Episoriculus macrurus,1,1,0.07922837
7899,Epixerus ebii,1,1,2.96795275
7901,Epomophorus angolensis,1,1,31.97244051
136351,Epomophorus anselli,1,1,0.257801114
44697,Epomophorus crypturus,1,1,177.331561
7903,Epomophorus gambianus,1,1,312.2338448
7902,Epomophorus grandis,1,1,0.01612265
7904,Epomophorus labiatus,1,1,147.0171143
7905,Epomophorus minimus,1,1,2.788837918
7906,Epomophorus wahlbergi,1,1,412.007064
7907,Epomops buettikoferi,1,1,88.53846744
7908,Epomops dobsonii,1,1,113.6821438
7909,Epomops franqueti,1,1,370.2106256
7912,Eptesicus andinus,1,1,66.48314822
7914,Eptesicus bobrinskoi,1,1,77.21649874
7915,Eptesicus bottae,1,1,277.0145736
7916,Eptesicus brasiliensis,1,1,1058.949859
136524,Eptesicus chiriquinus,1,1,0.369294105
7922,Eptesicus diminutus,1,1,198.281982
7921,Eptesicus dimissus,1,1,0.3693312
7926,Eptesicus floweri,1,1,123.371519
7927,Eptesicus furinalis,1,1,1375.728692
7928,Eptesicus fuscus,1,1,6.356186735
41531,Eptesicus gobiensis,1,1,418.6900127
7929,Eptesicus guadeloupensis,1,1,0.07346436
7931,Eptesicus hottentotus,1,1,0.025398995
7932,Eptesicus innoxius,1,1,13.56697642
136823,Eptesicus japonensis,1,1,0.001741115
7935,Eptesicus nasutus,1,1,155.1231804
7910,Eptesicus nilssonii,1,1,0.457553671
7936,Eptesicus pachyotis,1,1,109.1565708
7937,Eptesicus platyops,1,1,0.025408238
7911,Eptesicus serotinus,1,1,9.56029089
7942,Eptesicus tatei,1,1,0.102714845
7949,Equus africanus,1,1,5.621384391
41763,Equus ferus,1,2,0.067457721
7950,Equus grevyi,1,1,2.834762405
7951,Equus hemionus,1,2,0.570262936
7953,Equus kiang,1,1,175.3544974
41013,Equus quagga,1,1,0.366182533
7960,Equus zebra,1,1,0.025279776
7994,Eremitalpa granti,1,1,1.719592415
7995,Eremodipus lichtensteini,1,1,4.208646624
15609,Eremoryzomys polius,1,1,1.167326513
8004,Erethizon dorsatum,1,1,52.84370815
40604,Erinaceus amurensis,1,1,451.8754608
40605,Erinaceus concolor,1,1,138.8125301
29650,Erinaceus europaeus,1,1,515.2928498
136344,Erinaceus roumanicus,1,1,788.073218
8032,Eropeplus canus,1,1,1.024907135
136247,Erophylla bombifrons,1,1,0.74954111
8033,Erophylla sezekorni,1,1,0.023900865
8073,Erythrocebus patas,1,1,0.291764585
8162,Euchoreutes naso,1,1,178.0838574
8166,Euderma maculatum,1,1,0.058807695
8168,Eudiscopus denticulus,1,1,0.093680655
8992,Eudorcas albonotata,1,1,10.51772198
8973,Eudorcas rufifrons,1,1,183.4111917
8982,Eudorcas thomsonii,1,1,0.283240025
8204,Eulemur albifrons,1,1,0.000441337
8205,Eulemur cinereiceps,1,1,0.003120592
8206,Eulemur collaris,1,1,0.723711595
8199,Eulemur coronatus,1,1,0.519243086
8211,Eulemur flavifrons,1,1,0.212083383
8207,Eulemur fulvus,1,1,4.043476815
8212,Eulemur macaco,1,1,0.687231014
8202,Eulemur mongoz,1,1,0.249971009
8203,Eulemur rubriventer,1,1,4.2352901
136269,Eulemur rufifrons,1,1,2.251415008
8209,Eulemur rufus,1,1,3.263771934
8210,Eulemur sanfordi,1,1,0.032395815
8241,Eumops auripendulus,1,1,1172.5843
8242,Eumops bonariensis,1,1,22.54803613
8243,Eumops dabbenei,1,1,77.51018317
136433,Eumops floridanus,1,1,0.03943306
8244,Eumops glaucinus,1,1,45.89656892
8245,Eumops hansae,1,1,0.48741247
8246,Eumops maurus,1,1,21.8032116
136825,Eumops patagonicus,1,1,0.353317705
8247,Eumops perotis,1,1,861.3752113
136809,Eumops trumbulli,1,1,386.9834469
8248,Eumops underwoodi,1,1,0.60259526
8256,Euneomys chinchilloides,1,1,6.514592535
136261,Euneomys fossor,1,1,0.8883444
8257,Euneomys mordax,1,1,5.30940011
8258,Euneomys petersoni,1,1,0.00034365
8265,Euoticus elegantulus,1,1,63.61010743
8266,Euoticus pallidus,1,1,0.000105187
8269,Eupetaurus cinereus,1,1,3.27825277
8306,Euphractus sexcinctus,1,1,659.4660111
41459,Euroscaptor grandis,1,1,10.15090596
41460,Euroscaptor klossi,1,1,1.38169974
41461,Euroscaptor longirostris,1,1,7.684651337
41462,Euroscaptor micrura,1,1,0.42848156
8385,Euroscaptor mizura,1,1,0.008976955
8386,Euroscaptor parvidens,1,1,0.051514965
29402,Euryoryzomys emmonsae,1,1,19.70836183
15602,Euryoryzomys lamia,1,1,10.40994662
15603,Euryoryzomys legatus,1,1,5.587346361
15605,Euryoryzomys macconnelli,1,1,350.3017945
15607,Euryoryzomys nitidus,1,1,108.4383701
29405,Euryoryzomys russatus,1,1,89.40903496
8418,Euryzygomatomys spinosus,1,1,72.19057053
8436,Exilisciurus concinnus,1,1,7.715324905
8437,Exilisciurus exilis,1,1,56.29017459
8438,Exilisciurus whiteheadi,1,1,12.25618315
17324,Falsistrellus affinis,1,1,1.130544495
17348,Falsistrellus mackenziei,1,1,2.398205907
17351,Falsistrellus mordax,1,1,0.041556175
17359,Falsistrellus petersi,1,1,0.17679842
17367,Falsistrellus tasmaniensis,1,1,4.516850705
8539,Felis bieti,1,1,64.65656108
8540,Felis chaus,1,1,2.439634306
8541,Felis margarita,1,1,0.705757619
8542,Felis nigripes,1,1,178.6186748
60354712,Felis silvestris,1,1,2644.23146
8548,Felovia vae,1,1,9.188893835
8553,Feroculus feroculus,1,1,0.01349629
8668,Fossa fossana,1,1,0.039649078
44858,Fukomys anselli,1,1,1.506694585
5752,Fukomys bocagei,1,1,60.22612
5753,Fukomys damarensis,1,1,76.56251025
44860,Fukomys darlingi,1,1,15.71360334
5754,Fukomys foxi,1,1,1.058791605
44861,Fukomys kafuensis,1,1,0.627901395
5756,Fukomys mechowi,1,1,118.5963536
5757,Fukomys ochraceocinereus,1,1,63.78615223
5751,Fukomys zechi,1,1,1.84948508
8700,Funambulus layardi,1,1,0.142219491
8701,Funambulus palmarum,1,1,101.1386471
8702,Funambulus pennantii,1,1,259.7830381
8703,Funambulus sublineatus,1,1,0.0410068
8704,Funambulus tristriatus,1,1,6.651617865
8756,Funisciurus anerythrus,1,1,177.2331057
8757,Funisciurus bayonii,1,1,31.61134978
8755,Funisciurus carruthersi,1,1,7.58977116
8758,Funisciurus congicus,1,1,142.7346415
136461,Funisciurus duchaillui,1,1,0.28341497
8759,Funisciurus isabella,1,1,46.39905517
8760,Funisciurus lemniscatus,1,1,49.66946967
8761,Funisciurus leucogenys,1,1,33.46014503
8762,Funisciurus pyrropus,1,1,60.19288309
8763,Funisciurus substriatus,1,1,18.52608431
8771,Furipterus horrens,1,1,3.21097738
8786,Galago gallarum,1,1,34.98357365
8787,Galago matschiei,1,1,6.489617582
8788,Galago moholi,1,1,357.0420017
8789,Galago senegalensis,1,1,692.0451438
136212,Galagoides cocos,1,1,0.201788949
40649,Galagoides demidovii,1,1,358.599687
40650,Galagoides granti,1,1,44.29966807
136669,Galagoides nyasae,1,1,0.000243101
40651,Galagoides orinus,1,1,0.042131604
40652,Galagoides rondoensis,1,1,0.001523132
40653,Galagoides thomasi,1,1,312.4618613
8790,Galagoides zanzibaricus,1,1,0.000742847
8823,Galea flavidens,1,1,12.45004826
136748,Galea monasteriensis,1,1,0.002267062
8824,Galea musteloides,1,1,182.2935831
8825,Galea spixii,1,1,236.9348938
8826,Galemys pyrenaicus,1,1,17.83321077
8827,Galenomys garleppi,1,1,1.45690769
41502,Galeopterus variegatus,1,1,0.000927835
41639,Galictis cuja,1,1,423.7722216
41640,Galictis vittata,1,1,10.56342964
39426,Galidia elegans,1,1,0.031580675
8833,Galidictis fasciata,1,1,5.799690414
8834,Galidictis grandidieri,1,1,0.088646106
8978,Gazella bennettii,1,1,251.3508378
8967,Gazella cuvieri,1,1,47.02945242
8969,Gazella dorcas,1,2,0.02842889
8970,Gazella gazella,1,2,0.003659405
8972,Gazella leptoceros,1,1,0.273653405
8975,Gazella spekei,1,1,12.79663266
8976,Gazella subgutturosa,1,1,0.22004924
8994,Genetta abyssinica,1,1,41.25985677
41696,Genetta angolensis,1,1,58.54424686
136223,Genetta bourloni,1,1,12.02197177
8998,Genetta cristata,1,1,0.01104917
41698,Genetta genetta,1,1,303.8891957
8997,Genetta johnstoni,1,1,21.17540148
41699,Genetta maculata,1,1,1063.647001
136437,Genetta pardina,1,1,110.6226143
15628,Genetta piscivora,1,1,0.35012048
136435,Genetta poensis,1,1,1.50982164
41700,Genetta servalina,1,1,0.004911885
41701,Genetta thierryi,1,1,212.9718353
41702,Genetta tigrina,1,1,20.44785423
41703,Genetta victoriae,1,1,43.30861745
9001,Geocapromys brownii,1,1,0.005096436
9002,Geocapromys ingrahami,1,1,0.000731075
9048,Geogale aurita,1,1,0.178781607
9054,Geomys arenarius,1,1,1.345571873
136380,Geomys attwateri,1,1,4.404307899
136840,Geomys breviceps,1,1,19.49776015
42588,Geomys bursarius,1,1,162.9611579
136258,Geomys knoxjonesi,1,1,5.582706471
9055,Geomys personatus,1,1,0.031465995
42589,Geomys pinetis,1,1,22.80942255
9062,Geomys texensis,1,1,1.704360356
9056,Geomys tropicalis,1,1,0.001797815
9077,Georychus capensis,1,1,8.58312077
9089,Geoxus valdivianus,1,1,24.6198991
21509,Gerbilliscus afra,1,1,9.663839999
21510,Gerbilliscus boehmi,1,1,95.84419641
21511,Gerbilliscus brantsii,1,1,184.8255645
45076,Gerbilliscus gambiana,1,1,2.500559794
21512,Gerbilliscus guineae,1,1,73.74053586
21513,Gerbilliscus inclusus,1,1,9.917717936
21515,Gerbilliscus kempi,1,1,378.1536237
21516,Gerbilliscus leucogaster,1,1,490.0229766
21517,Gerbilliscus nigricaudus,1,1,49.63819422
21518,Gerbilliscus phillipsi,1,1,3.938081675
21519,Gerbilliscus robustus,1,1,425.7143681
21520,Gerbilliscus validus,1,1,381.5858301
9092,Gerbillurus paeba,1,1,186.9727264
9093,Gerbillurus setzeri,1,1,4.217143904
9094,Gerbillurus tytonis,1,1,5.022199055
9095,Gerbillurus vallinus,1,1,26.24165691
9096,Gerbillus acticola,1,1,1.890206285
9104,Gerbillus amoenus,1,1,49.36986927
9105,Gerbillus andersoni,1,1,0.020079416
9106,Gerbillus aquilus,1,1,53.33354774
9109,Gerbillus bottai,1,1,2.65857713
9110,Gerbillus brockmani,1,1,0.025408238
45088,Gerbillus campestris,1,1,75.44425467
9113,Gerbillus cheesmani,1,1,203.3465661
9114,Gerbillus cosensis,1,1,11.2882134
9116,Gerbillus dasyurus,1,1,141.1796264
9119,Gerbillus dunni,1,1,29.52559489
9120,Gerbillus famulus,1,1,4.394389404
9121,Gerbillus floweri,1,1,7.331448986
9123,Gerbillus gerbillus,1,1,833.2459757
9124,Gerbillus gleadowi,1,1,16.67486955
9125,Gerbillus grobbeni,1,1,0.109572695
9126,Gerbillus harwoodi,1,1,7.82391639
9127,Gerbillus henleyi,1,1,42.95563932
9128,Gerbillus hesperinus,1,1,0.068775851
9129,Gerbillus hoogstraali,1,1,1.038385551
9130,Gerbillus jamesi,1,1,0.081386916
9131,Gerbillus juliani,1,1,5.521258565
9132,Gerbillus latastei,1,1,16.81369301
9133,Gerbillus lowei,1,1,0.28708362
9134,Gerbillus mackillingini,1,1,17.38923263
9097,Gerbillus maghrebi,1,1,5.369502549
9135,Gerbillus mesopotamiae,1,1,21.19026499
9099,Gerbillus muriculus,1,1,0.043949265
9100,Gerbillus nancillus,1,1,110.5144558
9136,Gerbillus nanus,1,1,457.2878757
9137,Gerbillus nigeriae,1,1,6.135467229
9138,Gerbillus occiduus,1,1,1.068374362
136703,Gerbillus percivali,1,1,0.00078047
9140,Gerbillus perpallidus,1,1,2.331286226
9141,Gerbillus poecilops,1,1,8.671099795
9142,Gerbillus principulus,1,1,0.202383895
9143,Gerbillus pulvinatus,1,1,2.800206944
9144,Gerbillus pusillus,1,1,6.34745758
9145,Gerbillus pyramidum,1,1,288.1305927
9101,Gerbillus rosalinda,1,1,13.80907428
45053,Gerbillus rupicola,1,1,3.57975399
9149,Gerbillus simoni,1,1,5.015141778
9150,Gerbillus somalicus,1,1,4.3439389
9151,Gerbillus stigmonyx,1,1,2.41836163
9153,Gerbillus tarabuli,1,1,562.3161294
9155,Gerbillus watersi,1,1,5.172424739
9194,Giraffa camelopardalis,1,1,10.63472144
39553,Glaucomys sabrinus,1,1,0.403809155
9240,Glaucomys volans,1,1,23.4090311
44789,Glauconycteris alboguttata,1,1,51.41471674
44790,Glauconycteris argentata,1,1,325.6504714
44791,Glauconycteris beatrix,1,1,0.157908651
44792,Glauconycteris curryae,1,1,22.51850142
44793,Glauconycteris egeria,1,1,31.42898073
44794,Glauconycteris gleni,1,1,0.025408238
44795,Glauconycteris humeralis,1,1,31.03400653
44796,Glauconycteris kenyacola,1,1,0.025408238
44797,Glauconycteris machadoi,1,1,0.025408238
44798,Glauconycteris poensis,1,1,0.552723722
44799,Glauconycteris superba,1,1,0.025408238
44800,Glauconycteris variegata,1,1,719.8732461
9245,Glironia venusta,1,1,2.869849806
9246,Glirulus japonicus,1,1,0.02501578
39316,Glis glis,1,1,0.000160134
9247,Glischropus javanus,1,1,0.05405291
9248,Glischropus tylopus,1,1,59.56872823
9273,Glossophaga commissarisi,1,1,236.7875572
9274,Glossophaga leachii,1,1,40.56918425
9275,Glossophaga longirostris,1,1,127.9510144
9276,Glossophaga morenoi,1,1,27.87944963
9277,Glossophaga soricina,1,1,0.941049285
13375,Glyphonycteris behnii,1,1,86.65871666
13377,Glyphonycteris daviesi,1,1,380.1508937
13384,Glyphonycteris sylvestris,1,1,6.141493535
9283,Glyphotes simus,1,1,1.609857235
9303,Golunda ellioti,1,1,244.311113
39994,Gorilla beringei,1,1,0.021955382
9404,Gorilla gorilla,1,1,56.2589593
9416,Gracilinanus aceramarcae,1,1,2.134818262
9417,Gracilinanus agilis,1,1,304.4853129
9418,Gracilinanus dryas,1,1,0.101478581
9419,Gracilinanus emiliae,1,1,0.495920581
9420,Gracilinanus marica,1,1,0.411163687
9421,Gracilinanus microtarsus,1,1,0.10711656
9450,Grammomys aridulus,1,1,2.12146827
9451,Grammomys buntingi,1,1,14.26989863
9452,Grammomys caniceps,1,1,0.013392045
9453,Grammomys cometes,1,1,30.58743589
9454,Grammomys dolichurus,1,1,271.4218284
9455,Grammomys dryas,1,1,0.56907123
9456,Grammomys gigas,1,1,0.15534431
9457,Grammomys ibeanus,1,1,5.86776075
9460,Grammomys kuru,1,1,108.6429375
9458,Grammomys macmillani,1,1,2.722051745
9459,Grammomys minnae,1,1,0.892681435
136225,Graomys centralis,1,1,1.105417356
9465,Graomys domorum,1,1,8.864947695
9466,Graomys edithae,1,1,0.037626595
9467,Graomys griseoflavus,1,1,0.00021129
44915,Graphiurus angolensis,1,1,10.80098851
9480,Graphiurus christyi,1,1,32.03808115
9481,Graphiurus crassicaudatus,1,1,27.12179447
44928,Graphiurus johnstoni,1,1,0.616779175
9483,Graphiurus kelleni,1,1,32.60863843
9484,Graphiurus lorraineus,1,1,47.90275526
9485,Graphiurus microtis,1,1,248.3866917
9486,Graphiurus monardi,1,1,2.488862149
